Article,Sentence,Span,Start,End
article761969692,"PDF
",,-1,-1
article761969692,"Over the past 12 months (May 2017 to May 2018):
",,-1,-1
article761969692,"The immigrant labor force (employed plus looking for work) rose by 608,000, or 2.23%; the native-born labor force grew by 1.178 million, up by 0.9%.
",,-1,-1
article761969692,"ADVANTAGE IMMIGRANTS
",ADVANTAGE IMMIGRANTS,0,20
article761969692,"Immigrant employment grew 2.1-times faster than native-born American employment: 3.03% vs. 1.42%.
",,-1,-1
article761969692,"ADVANTAGE IMMIGRANTS
",ADVANTAGE IMMIGRANTS,0,20
article761969692,"The unemployment rate for immigrants fell 21%, from 3.8% to 3.0%; native-born unemployment rates fell 11.9%, from 4.2% to 3.7%.
",,-1,-1
article761969692,"ADVANTAGE IMMIGRANTS
",ADVANTAGE IMMIGRANTS,0,20
article761969692,"The number of unemployed native-born Americans fell by 628,000—an 11.3% drop; immigrant unemployment fell by 188,000—an 18.3% reduction.
",,-1,-1
article761969692,"ADVANTAGE IMMIGRANTS
",,-1,-1
article761969692,"The labor-force participation rate, a sign of worker confidence and mobility, fell 0.7 points for immigrants and rose 0.1 points for native-born Americans.
",,-1,-1
article761969692,"This marks the second straight month in which native-born LPRs have risen, year-over-year, relative to those of immigrants ADVANTAGE AMERICANS
",ADVANTAGE AMERICANS,123,142
article761969692,"Border Patrol statistics for May are not yet available.
",,-1,-1
article761969692,"April data showed illegal immigration had rebounded dramatically, after running below the previous year’s level for most of 2017.
",had rebounded dramatically,38,64
article761969692,"I will report on this, and on wage growth data, in the next couple weeks..
",,-1,-1
article761969692,"Edwin S. Rubenstein (email him) is President of ESR Research Economic Consultants.
",,-1,-1
article762147609,"Barack Hussein Obama Hid Efforts to Aid Iran’s Windfall
",,-1,-1
article762147609,"A new Senate report reveals that Barack Obama secretly paved the way for Iran to tap into U.S. banks to convert cash it received from sanctions’ relief to dollars — despite the face the White House assured lawmakers it would do no such thing.
",,-1,-1
article762147609,"The report shows how State Department and Treasury Deparment officials during the Obama era quietly gave a special license for a major Omani bank to do business with two U.S. banks.
",,-1,-1
article762147609,"Barack Obama spent considerable time selling the American people on the idea of a cooperative Iran — all the while cutting quiet deals, behind closed doors, with the rogue nation.
",American people,49,64
article762147609,"take our poll - story continues below
",,-1,-1
article762147609,"Completing this poll grants you access to Freedom Outpost updates free of charge.
",,-1,-1
article762147609,"You may opt out at anytime.
",,-1,-1
article762147609,"You also agree to this site's Privacy Policy and Terms of Use.
",,-1,-1
article762147609,"This field is for validation purposes and should be left unchanged.
",,-1,-1
article762147609,"Whom do you consider to be the most corrupt Democrat Politician?
",,-1,-1
article762147609,"The U.S. banks were pressured into complying with the deal.
",,-1,-1
article762147609,"The Washington Times has more:
",,-1,-1
article762147609,"The Obama administration — despite repeatedly assuring Congress that Iran would remain barred from the U.S. financial system — secretly mobilized to give Tehran access to American banks to convert the windfall of cash it received from sanctions relief under the 2015 nuclear deal into dollars, an investigative report by the Senate has revealed.
",windfall of cash,201,217
article762147609,"A copy of the report, obtained by The Washington Times, outlines how Obama-era State and Treasury Department officials discreetly issued a special license for the conversion to a major Omani bank and unsuccessfully pressured two U.S. banks to partake in the transaction, all while misleading lawmakers about the activities.
",,-1,-1
article762147609,"The document, compiled by the Senate’s Republican-led chief investigative subcommittee, began circulating Tuesday, just as the Trump administration issued its harshest warnings to date to foreign governments and companies to avoid doing business with Iran or find themselves in the crosshairs of Washington’s reimposition of sanctions as part of Mr. Trump’s withdrawal from the nuclear deal.
",Mr. Trump,346,355
article762147609,"“Companies doing business in Iran face substantial risks, and those risks are even greater as we reimpose nuclear-related sanctions,” said Sigal Mandelker, Treasury Department undersecretary for terrorism and financial intelligence.
","Companies doing business in Iran face substantial risks, and those risks are even greater as we reimpose nuclear-related sanctions",1,131
article762147609,"She also called on foreign governments to harden their financial systems against “deceptive” Iranian transactions that ultimately channel money to terrorists.
",,-1,-1
article762147609,"The Iranian government “uses shell and front companies to conceal its tracks” as part of an elaborate scheme designed to procure cash for the Quds Force of Iran’s militant Islamic Revolutionary Guard Corps, which the U.S. designates as a terrorist organization, Ms. Mandelker said.
",,-1,-1
article762147609,"She issued the warnings in a speech at the Foundation for Defense of Democracies think tank as Iran announced Tuesday that it was formally moving ahead with preparations to increase its nuclear enrichment capacities — the sharpest response to date by the Islamic republic to Mr. Trump’s pullout from the nuclear accord.
",Mr. Trump,275,284
article762147609,"Iranian officials said the increase, while provocative, does not violate its commitments under the nuclear accord.
",,-1,-1
article762147609,"The president sent shock waves around the world with his May 8 decision to withdraw from the Iran nuclear pact and begin reimposing U.S. sanctions, which the U.S., Europe, China and Russia had collectively lifted in 2015 in exchange for Iran’s promise to curb its suspect nuclear programs and allow international inspections.
",shock,19,24
article762147609,"While Iran told the U.N. nuclear watchdog agency on Tuesday that it plans only to increase enrichment within limits set by 2015 deal, the announcement came with threats from a top Iranian official that the activities could be quickly expanded.
",activities could be quickly expanded,206,242
article762147609,"The warning put fresh pressure on European leaders to keep the nuclear accord alive despite Mr. Trump’s withdrawal.
",Mr. Trump,92,101
article762147609,"The head of Iran’s nuclear agency, Ali Akbar Salehi, said Tehran is prepared to dramatically increase its capacity for enrichment but that the work so far is limited to building a facility for assembling the centrifuges.
",dramatically,80,92
article762147609,"He made the comment a day after Iran’s supreme leader, Ayatollah Ali Khamenei, ordered the increase in capacity and vowed that Iran would preserve its nuclear program despite the U.S. withdrawal from the 2015 accord.
",,-1,-1
article762147609,"The Senate report focuses new scrutiny on the lengths President Obama’s team was willing to go to ensure the deal’s success as it was still being negotiated.
",,-1,-1
article762147609,"The Senate Homeland Security Committee’s permanent subcommittee on investigations probe contends that the Obama administration went out of its way to keep U.S. lawmakers in the dark about calculated and secretive efforts to give Tehran a back channel to the international financial system and to U.S. banks, facilitating a massive U.S. currency conversion worth billions of dollars.
",,-1,-1
article762147609,"“Senior U.S. government officials repeatedly testified to Congress that Iranian access to the U.S. financial system was not on the table or part of any deal,” according to a draft copy of the document obtained by The Times.
",,-1,-1
article762147609,"“Despite these claims, the U.S. Department of the Treasury, at the direction of the U.S. State Department, granted a specific license that authorized a conversion of Iranian assets worth billions of U.S. dollars using the U.S. financial system.
",,-1,-1
article762147609,"“Even after the specific license was issued, U.S. government officials maintained in congressional testimony that Iran would not be granted access to the U.S. financial system,” the report said.
",,-1,-1
article762147609,"Sen.
",,-1,-1
article762147609,"Rob Portman, the Ohio Republican who chairs the subcommittee, is set to outline his panel’s findings Wednesday.
",,-1,-1
article762147609,"Under terms of the nuclear deal, Iran was given the right to reclaim billions of dollars in state assets and bank accounts frozen by international sanctions, but it remained “illegal for U.S. persons, entities, and financial institutions to do business with Iran or parties on behalf of Iran.”
",,-1,-1
article762147609,"The ban included any “intermediary” transactions by U.S. banks to convert currency for Iran — a development that would have elevated the value of the Iranian assets on the global market and allowed Tehran to more easily move the money through the international banking system.
",,-1,-1
article762147609,"On the day the nuclear deal was implemented in 2015, Tehran had some $5.7 billion worth of assets at Bank Muscat in Muscat, Oman, according to Senate investigators, who said Tehran moved quickly to request access to the U.S. dollar.
",,-1,-1
article762147609,"On Tehran’s request, Bank Muscat contacted the U.S. Treasury Department’s office of foreign assets control.
",,-1,-1
article762147609,"According to the Senate report: “Muscat sought to convert $5.7 billion in Omai rials into euros.
",,-1,-1
article762147609,"[But] because the rial is pegged to the U.S. dollar, the most efficient conversion was with an intermediary step through a U.S. bank using U.S. dollars.”
",,-1,-1
article762147609,"Obama Treasury Secretary Jack Lew told the Senate Foreign Relations Committee in July 2015 that Iran would “continue to be denied access to the [U.S.] financial and commercial market” under the proposed accord, but the Treasury office went ahead with attempts to quietly allow the currency transaction sought by Iran.
",,-1,-1
article762147609,"“On February 24, 2016, OFAC issued a specific license to Bank Muscat authorizing Iranian assets worth roughly $5.7 billion to flow through the U.S. financial system,” according to the Senate report, which claims the move was made “even though U.S. sanctions prohibited it.”
",,-1,-1
article762147609,"Even as office of foreign assets control officials directly “encouraged two U.S. correspondent banks to convert the funds,” the Treasury Department continued to deny it was working to facilitate the currency transaction, said the report, which cites a 2016 letter from the department to Sen. Marco Rubio, Florida Republican, and Sen. Mark Kirk, Illinois Republican, that contended the Obama “administration has not been and is not planning to grant Iran access to the U.S. financial system.”
",,-1,-1
article762147609,"The catch, according to Senate investigators, was that neither of the U.S. banks approached by the office of foreign assets control would take on the Iranian currency exchange — in part because of political concerns over the prospect of being found out to have secretly circumvented the remaining ban on U.S. transactions with the Islamic republic.
",,-1,-1
article762147609,"Despite the Obama administration’s efforts, Iran was ultimately forced to convert its Bank Muscat assets to euros in small increments using European banks and without accessing the U.S. financial system, the Senate investigators said.
",,-1,-1
article762147609,"Mr. Portman said in a statement Tuesday night that “the Obama administration misled the American people and Congress because they were desperate to get a deal with Iran.”
",the American people,84,103
article762147609,"“Despite claims both before and after the Iran deal was completed that the U.S. financial system would remain off limits, the Obama administration issued a specific license allowing Iran to convert billions of dollars in assets using the U.S. financial system,” Mr. Portman said.
",,-1,-1
article762147609,"“The only reason this transaction wasn’t executed was because two U.S. banks refused, even though the administration asked them to help convert the money.”
",,-1,-1
article762147609,"Such sanctions, he added, “are a vital foreign policy tool, and the U.S. government should never work to actively undermine their enforcement or effectiveness.”
",,-1,-1
article762152527,"Spygate Coverup?
",,-1,-1
article762152527,"https://www.lewrockwell.com/lrc-blog/spygate-coverup/
",,-1,-1
article762152527,"Rep. Ron DeSantis (R-FL) accuses the Republican House leadership of dragging their heels in the Spygate investigation.
",,-1,-1
article762152527,"This has been evident for months now, as there are many connections and obvious questions that haven’t been investigated.
",,-1,-1
article762152527,"The FBI files contain memos that need to be scoured too.
",,-1,-1
article762152527,"The House leaders are Paul Ryan (Speaker of the House), Kevin McCarthy (Majority Leader), Steve Scalise (Majority Whip) and Cathy McMorris Rodgers (House Republican Conference Chair).
",,-1,-1
article762152527,"There is a decided lack of aggressiveness of this investigation.
",,-1,-1
article762152527,"One source is Paul Ryan: Evidence: “House Speaker Paul Ryan said Wednesday that Oversight Chairman Trey Gowdy was ‘accurate’ when he argued the FBI has acted appropriately in its ongoing probe of potential Russian links to the Trump campaign.” How could Ryan possibly know this?
",How could Ryan possibly know this?,244,278
article762152527,"Isn’t he prejudging the case without even finding out what actually happened?
",Isn’t he prejudging the case without even finding out what actually happened?,0,77
article762152527,"If Ryan is correct, an investigation will show it; but the current evidence suggests he is wrong.
",,-1,-1
article762152527,"By short-circuiting the investigation, Ryan is betraying the interest of the American people to learn what the FBI and CIA actually did against Trump.
",betraying the interest of the American people,47,92
article762152527,"Another Republican who wants to stop investigating is former RNC Chair, Michael Steele: “There is no Spygate because there are no spies in the campaign.” The attitude of Steve Scalise is wishy-washy.
",wishy-washy,187,198
article762152527,"He’s open to a special prosecutor, but his responses come across as passive, lacking push, zeal and enthusiasm to delve deeply into Spygate.
","lacking push, zeal and enthusiasm",77,110
article762152527,"There is a kind of coverup at work here in which important Republicans do not want to bolster Trump by adding substance to Spygate, and they do not want to clean up the FBI by aggressively investigating Spygate further.
",,-1,-1
article762152527,"They don’t want the rotten inner workings of the organization to be aired publicly.
",the rotten inner workings,16,41
article762152527,"They want to preserve the FBI’s reputation.
",They want to preserve the FBI’s reputation.,0,43
article762152527,"They don’t care to see Trump vindicated.
",They don’t care to see Trump vindicated.,0,40
article762152527,"The contrast with the Watergate investigation and hearings is startling.
",startling,62,71
article762152527,"1:33 pm on June 6, 2018
",,-1,-1
article762152527,"The Best of Michael S. Rozeff
",,-1,-1
article762160164,"Obama Secretly Tried to Get Banks to Aid Iran, Banks Refused
",,-1,-1
article762160164,"International financial institutions get a lot of heat for terror state ties.
",,-1,-1
article762160164,"But this is a case where Obama Inc. tried to get them to do the wrong thing.
",,-1,-1
article762160164,"While they did the right thing.
",,-1,-1
article762160164,"The Obama administration secretly sought to give Iran access — albeit briefly — to the U.S. financial system by sidestepping sanctions kept in place after the 2015 nuclear deal, despite repeatedly telling Congress and the public it had no plans to do so.
",,-1,-1
article762160164,"Yet another Obama dirty deal with Iran that we're just learning about now.
",dirty deal,18,28
article762160164,"The question is how many more are there?
",how many more are there,16,39
article762160164,"And that's part of why Spygate is happening.
",,-1,-1
article762160164,"The assault is also a cover-up.
",,-1,-1
article762160164,"The report by the Senate Permanent Subcommittee on Investigations revealed that under President Barack Obama, the Treasury Department issued a license in February 2016, never previously disclosed, that would have allowed Iran to convert $5.7 billion it held at a bank in Oman from Omani rials into euros by exchanging them first into U.S. dollars.
",,-1,-1
article762160164,"If the Omani bank had allowed the exchange without such a license, it would have violated sanctions that bar Iran from transactions that touch the U.S. financial system.
",,-1,-1
article762160164,"The effort was unsuccessful because American banks — themselves afraid of running afoul of U.S. sanctions — declined to participate.
",,-1,-1
article762160164,"The Obama administration approached two U.S. banks to facilitate the conversion, the report said, but both refused, citing the reputational risk of doing business with or for Iran.
",,-1,-1
article762160164,"That's how bad Obama was on Iran.
",bad,11,14
article762160164,"The banking system was more reluctant to help Iran launder money than he was.
",,-1,-1
article762160164,"Nor was Obama worried about the reputational risk of loading foreign currency on unmarked cargo planes and flying it to Iran.
",,-1,-1
article762160164,"Issuing the license was not illegal.
",,-1,-1
article762160164,"Still, it went above and beyond what the Obama administration was required to do under the terms of the nuclear agreement.
",,-1,-1
article762160164,"Except Obama Inc. weren't trying to drive a hard bargain.
",,-1,-1
article762160164,"So they didn't stick to it.
",,-1,-1
article762160164,"They were trying to aid Iran.
",,-1,-1
article762160164,"Shortly after the nuclear deal was sealed in July 2015, then-Treasury Secretary Jack Lew testified that even with the sanctions relief, Iran “will continue to be denied access to the world’s largest financial and commercial market.” A month later, one of Lew’s top deputies, Adam Szubin, testified that despite the nuclear deal “Iran will be denied access to the world’s most important market and unable to deal in the world’s most important currency.”
",most important market,371,392
article762160164,"This was typical of the worthless assurances that Obama officials made.
",worthless,24,33
article762160164,"And disgraced themselves by doing so.
",disgraced,4,13
article762160164,"Obama administration officials at the time assured concerned lawmakers that a general license wouldn’t be coming.
",,-1,-1
article762160164,"But the report from the Republican members of the Senate panel showed that a draft of the license was indeed prepared, though it was never published.
",,-1,-1
article762160164,"And when questioned by lawmakers about the possibility of granting Iran any kind of access to the U.S. financial system, Obama-era officials never volunteered that the specific license for Bank Muscat in Oman had been issued two months earlier.
",,-1,-1
article762160164,"Scandal-free administration, folks.
",Scandal,0,7
article762160164,"Not a single scandal to see here.
",scandal,13,20
article762160164,"Not a one.
",,-1,-1
article762200179,"GOP report: Obama admin worked to allow Iran to exchange billions to bypass sanctions
",,-1,-1
article762200179,"Washington (CNN) Senate Republicans on Wednesday accused the Obama Administration of secretly trying to give Tehran access to the US financial system to convert billions of dollars in assets into Euros as part of the Iran nuclear deal.
",,-1,-1
article762200179,"A report released by Republican senators on the Permanent Subcommittee on Investigation said the Obama administration didn't tell Congress that it sought access for Iran and, in its eagerness to clinch the nuclear deal, was trying to dodge sanctions that remained in place following the 2016 agreement.
",,-1,-1
article762200179,"""The Obama administration misled the American people and Congress because they were desperate to get a deal with Iran,"" said Sen.
",American people,37,52
article762200179,"Rob Portman, the Ohio Republican who chairs the subcommittee and opposed the Iran deal, formally known as the Joint Comprehensive Plan of Action.
",,-1,-1
article762200179,"The accusations were rejected by Obama administration officials who said Republicans are trying to make a one-time effort to meet obligations under the nuclear deal sound like an attempt to give Iran broad access to the US financial system.
",,-1,-1
article762200179,"They said the Republican senators never interviewed former Obama administration officials involved, and noted that no Democrats were involved.
",,-1,-1
article762200179,"The story ""is widely overblown,"" said Jarrett Blanc, the former State Department coordinator for Iran deal implementation at the State Department.
",widely,14,20
article762200179,"Iran deal reverberations
",,-1,-1
article762200179,"The report and the former officials' response highlight how controversial the Iran deal continues to be, even after President Donald Trump's May 8 decision to leave the international pact.
",,-1,-1
article762200179,"That move continues to roil relations with European allies who are sticking with the Iran deal.
",,-1,-1
article762200179,"They appealed to the US on Wednesday to exempt them from sanctions as they continue to do business with Tehran.
",,-1,-1
article762200179,"But one goal behind report's release, according to an official familiar with its contents, is to make clear that the US is not likely to be open to exemptions of any kind.
",,-1,-1
article762200179,"""As the United States begins to re-impose sanctions on Iran and Iranian entities, our European allies must understand and appreciate that doing business with Iran is no longer permissible,"" the source said.
",,-1,-1
article762200179,"The report focuses on $5.7 billion from Iranian oil sales that were frozen in Oman's Bank Muscat in that country's currency, the rial.
",,-1,-1
article762200179,"Rials are pegged to the US dollar and are difficult to convert.
",,-1,-1
article762200179,"But as part of the nuclear deal, Iran was promised access to overseas reserves of its own funds that had been frozen by sanctions.
",,-1,-1
article762200179,"To access the rials, Iran wanted to convert them briefly into dollars and then Euros.
",,-1,-1
article762200179,"JUST WATCHED Bolton: US will impose all pre-deal Iran sanctions Replay More Videos ... MUST WATCH Bolton: US will impose all pre-deal Iran sanctions 03:05
",,-1,-1
article762200179,"The majority report by the Permanent Subcommittee on Investigation says that the US Treasury, at the instruction of the US State Department, granted a license to convert the $5.7 billion briefly into American dollars so it could be converted into euros.
",,-1,-1
article762200179,"The exchange was legal, the report notes.
",,-1,-1
article762200179,"Officials at Treasury's Office of Foreign Assets Control asked two US banks to work as intermediaries and execute the transaction, but they declined, citing concern over potential regulatory backlash and a ding to their reputations.
",,-1,-1
article762200179,"Emails reviewed in the investigation show that OFAC officials worked to encourage banks to take part in the deal by proposing to bring in senior officials.
",,-1,-1
article762200179,"""I agree it would be a good idea to have (Treasury Secretary Jack) Lew engage (the US bank).
",,-1,-1
article762200179,"If they refuse we can suggest (Secretary of State John) Kerry will call, which will drive them nuts,"" an email from a US government official said.
",,-1,-1
article762200179,"After Treasury officials were examining whether the Iran deal's relevant sanctions permit currency exchange of rials to dollars, the report says a Treasury official wrote in an email, ""Yikes.
",Yikes,185,190
article762200179,"It looks like we committed to a whole lot beyond just allowing the immobilized funds to settle out.""
",,-1,-1
article762200179,"A legal transaction
",,-1,-1
article762200179,"But in the end, Treasury officials concluded that the transaction was legal.
",,-1,-1
article762200179,"The report said they decided that the terms of the JCPOA were ""consistent with Iran's position, allowing the Government of Iran to engage in 'transfers,' 'foreign exchange (including Rial related transactions),' and the 'purchase or acquisition by the Government of Iran of US bank notes.'""
",,-1,-1
article762200179,"The source familiar with the report said that Congress asked the Obama administration directly about such a license, but that the administration was under no legal obligation to provide the licenses to Congress.
",,-1,-1
article762200179,"The Republican report argues that in pushing for the license to go forward, Obama officials were violating financial and oil-related sanctions imposed on Iran stemming from the seizure of the U.S. Embassy in Tehran in 1979 and trying to give Iran access to the US financial system.
",,-1,-1
article762200179,"They pointed to a number of Obama officials, including Lew, who said in congressional testimony that Iran was not granted access to the US financial system.
",,-1,-1
article762200179,"Lew said in 2015 that Iran ""will continue to be denied access to the [US's] financial and commercial market.""
",,-1,-1
article762200179,"Treasury's acting under secretary for terrorism and financial intelligence during the Obama administration, Adam Szubin, claimed that ""Iranian banks will not be able to clear US dollars through New York, hold correspondent account relationships with US financial institutions, or enter into financing arrangements with US banks.""
",,-1,-1
article762200179,"JUST WATCHED Pompeo lays out US list of demands for Iran Replay More Videos ... MUST WATCH Pompeo lays out US list of demands for Iran 02:40
",,-1,-1
article762200179,"Blanc argued that the administration was transparent with Congress, referencing Lew's own testimony.
",,-1,-1
article762200179,"""As Secretary Lew said in the testimony quoted in the report: 'Part of the agreement was to give Iran access to money that it has a right to.
",,-1,-1
article762200179,"We will work on making that happen.'
",,-1,-1
article762200179,"There were regular staff level briefings in much more detail,"" Blanc said.
",,-1,-1
article762200179,"""(T)his is the kind of work the US Government needs to do every day to make our sanctions regimes effective without creating such burdens on allies and partners that they are pushed to work around our financial dominance,"" Blanc said.
",our,76,79
article762200179,"A former administration official told CNN that reports suggesting they were planning to restore Iran's access to the US financial system ""were absolutely false,"" that the license was ""totally in line with our well-known obligations under the deal.""
",absolutely,143,153
article762200179,"That source pointed out that the license ""did not authorize Iran to conduct commercial transactions denominated in US dollars.
",,-1,-1
article762200179,"It did not allow Iran to conduct commercial transactions in foreign currencies via the US banking system.
",It did not allow,0,16
article762200179,"It did not allow Iranian parties to open accounts or correspondent accounts at US banks.
",It did not allow,0,16
article762200179,"It did not allow Iran to send funds to the US or receive funds from the US.
",It did not allow,0,16
article762200179,"And it did not allow Iran access to US investments or markets.""
",it did not allow,4,20
article762200179,"The GOP report offers recommendations on how best to proceed with its relationship with Iran.
",,-1,-1
article762200179,"Recommendations include further informing Congress about future negotiations with Iran, requiring the Treasury Department to give notice of specific licenses, reviewing all Iran deal-related licenses, and increasing policing of US sanctions policies.
",,-1,-1
article762206044,"Former Head of DNC Aided & Abetted Muslim IT Spy, Imran Awan
",Muslim IT Spy,35,48
article762206044,"One of the biggest stories of 2017 and 2018 is being ignored by the mainstream media and we all know why that is.
",One of the biggest stories of 2017 and 2018 ,0,44
article762206044,"It's because it implicates dozens of House Democrats in what could be the biggest crime of spying in US history by Muslim IT spy Imran Awan and his partners.
",the biggest crime of spying in US history ,70,112
article762206044,"Former head of the Democratic National Committee, Debbie Wasserman Schultz is on the front line of aiding and abetting Awan and his associates as has been revealed by Luke Rosiak of The Daily Caller.
",,-1,-1
article762206044,"In a lengthy report by Rosiak at The Daily Caller News Foundation, he writes:
",,-1,-1
article762206044,"take our poll - story continues below
",,-1,-1
article762206044,"Whom do you consider to be the most corrupt Democrat Politician?
",,-1,-1
article762206044,"Whom do you consider to be the most corrupt Democrat Politician?
",,-1,-1
article762206044,"Whom do you consider to be the most corrupt Democrat Politician?
",,-1,-1
article762206044,"* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
",,-1,-1
article762206044,"Email *
",,-1,-1
article762206044,"Name This field is for validation purposes and should be left unchanged.
",,-1,-1
article762206044,"Completing this poll grants you access to Freedom Outpost updates free of charge.
",,-1,-1
article762206044,"You may opt out at anytime.
",,-1,-1
article762206044,"You also agree to this site's Privacy Policy and Terms of Use.
",,-1,-1
article762206044,"Ex-Democratic National Committee head Debbie Wasserman Schultz said she intervened in a Pakistani land deal involving her then–IT aide Imran Awan, according to two House employees.
",,-1,-1
article762206044,"The dispute came after Awan’s father was charged with fraud in relation to the deal, and the mysterious exertion of political influence resulted in Pakistani authorities instead targeting the elderly alleged victims, according to a local report.
",,-1,-1
article762206044,"And when a House Office of Inspector General cybersecurity investigation found that Awan made “unauthorized access” to House servers, including the House Democratic Caucus’ shortly before the election, Wasserman Schultz became “frantic, not normal,” “making the rounds” to House officials in an attempt to kill the investigation, one House employee told The Daily Caller News Foundation.
",became “frantic,220,235
article762206044,"Awan told people Wasserman Schultz chose the name for his daughter, Leza — a Jewish name — and that the Florida congresswoman’s daughter regularly rode a horse that Awan kept at a boarding facility, sources with knowledge of the relationship told TheDCNF.
",a Jewish name ,75,89
article762206044,"Wasserman Schultz cornered House Chief Administrative Officer Phil Kiko and called him a “fucking Islamophobe,” saying “you will not so much as take away their parking spots,” the two House employees said Kiko told them.
",fucking Islamophobe,90,109
article762206044,"The congresswoman also told Kiko she had invited Awan’s whole family to her daughter’s bat mitzvah and said she had “helped him with a land deal,” the sources said.
",,-1,-1
article762206044,"A spokesman for Kiko declined to comment on this story.
",,-1,-1
article762206044,"A 2009 article in the Pakistani publication Dawn, headlined “Influential expat shields father from long arm of law,” said Awan’s father was facing criminal fraud charges involving a land deal, but Awan used political connections to pressure the police into targeting the alleged victims instead.
",Influential expat ,61,79
article762206044,"Awan’s father purchased “huge chunks of land from different farmers in 2008,” but all the checks bounced, the report said.
",,-1,-1
article762206044,"“The police high-ups are ‘ominously’ indifferent to proceed against Awan,” and it’s “noteworthy” how they were “complying with the desires of” Awan, who the paper described as a “White House employee.”
",ominously’ indifferent ,26,49
article762206044,"“About a dozen farmers of Chak 7-JB, Panjor, including five siblings — all aged between 57 and 70 — have given up hope of justice after they sold their agricultural lands to Ashraf Awan of Bole De Jhugi, who is father of White House employee Shahid Imran,” Dawn reported.
",,-1,-1
article762206044,"Imran Awan also goes by Shahid Imran Awan, Virginia court records show.
",,-1,-1
article762206044,"The police harassed the 19 would-be victims, including the five elderly brothers and even their lawyer, and charged them with “frivolous” cases, apparently to get them to stop trying to get the money they say they were owed, the paper said.
",,-1,-1
article762206044,"“Mohammad Abid, a victim of [Ashraf] Awan’s alleged high-profile swindling, said that [Ashraf] Awan’s son had easy access to the corridors of power and that’s why he was able to [pressure] the police to dance to his tunes,” Dawn reported.
",easy access to the corridors of power ,110,148
article762206044,"The article details a series of people who say they were then subject to retaliation, including widow Bushra Bibi who said, “now Imran was threatening her with dire consequences.”
",with dire consequences,155,177
article762206044,"A third source, who’s familiar with Imran Awan, told TheDCNF that Awan recounted the intervention in the foreign criminal matter and that Awan said it was Wasserman Schultz who intervened.
",,-1,-1
article762206044,"A fourth source — a fellow House IT aide — previously told TheDCNF that Awan said now-Chicago Mayor Rahm Emanuel wasinvolved.
",,-1,-1
article762206044,"Dr. Zafar Iqbal, one of the alleged victims, told TheDCNF that “Imran came to Pakistan to get [his father] out of jail, since he had some [connections] in the Congress.”
",,-1,-1
article762206044,"Ashraf Awan’s business partner in the land deal, Rashid Minhas, told TheDCNF that the elder Awan gave a USB to a Pakistani senator who is a former head of a Pakistani intelligence agency, and that Imran claimed his IT position in Congress gave him the power to “change the U.S. president.” Minhas is in prison for an unrelated fraud charge.
",his IT position in Congress gave him the power to “change the U.S. president,211,287
article762206044,"On July 25, 2016, the House Inspector General notified the Committee on House Administration that investigators had detected major cybersecurity violations by the Awan family.
",,-1,-1
article762206044,"Awan, his wife, two brothers, his brother’s wife, and even his elderly father were all being paid by various Democrats to manage their servers, with many of the members from Wasserman Schultz’s Florida.
",,-1,-1
article762206044,"The finding came at a critical time for Democrats: It was three days after WikiLeaks published the first emails from a hacked on the DNC, setting the stage for Wasserman Schultz to lose her position as party chair and for Democrats to begin electioneering on a theme of Russian hacking.
",,-1,-1
article762206044,"In February 2017, Kiko and the House’s top law enforcement official, Paul Irving, outlined serious violations in a letter to the committee, and the family was banned from the House computer network.
",,-1,-1
article762206044,"The letter also noted that the House Democratic Caucus server disappeared soon after the IG report named it as key evidence.
",,-1,-1
article762206044,"But Wasserman Schultz refused to fire Awan, with her spokesman saying he would work on “websites” and “printers,” which a cybersecurity expert previously told TheDCNF would presumably involve network access.
",,-1,-1
article762206044,"The congresswoman also added Awan’s wife, Hina Alvi, to her payroll in late 2016, after the investigation was in full swing, but before the family was banned from the network.
",,-1,-1
article762206044,"Wasserman Schultz kept paying her until March 17 — 12 days after Alvi went to Pakistan with $12,000 in a suitcase.
",,-1,-1
article762206044,"Her actions so rattled the Administration Committee’s Democratic staff director, Jamie Fleet, that he planted a negative story in Politico that revealed Wasserman Schultz, his fellow Democrat, was continuing to pay the suspect, two House sources said.
",so rattled ,12,23
article762206044,"The story also said Wasserman Schultz had a “friendly personal relationship” with Awan and Alvi.
",,-1,-1
article762206044,"Fleet did not respond to a request for comment.
",,-1,-1
article762206044,"Kiko said in an April 2018 hearing spurred by the scandal that he was powerless to stop members who refused to fire a bad actor.
",a bad actor,116,127
article762206044,"“Termination, now it’s the member’s responsibility … We can revoke everything but they could still be employed,” he said.
",,-1,-1
article762206044,"He added that his office should have the authority to override members who would want to keep a rule-breaker on the government network.
",a rule-breaker ,94,109
article762206044,"Wasserman Schultz became fixated on finding out everything investigators knew about Awan, the House sources said.
",,-1,-1
article762206044,"House investigators briefed her extensively with significant evidence about Awan and his family, including improper computer evidence.
",,-1,-1
article762206044,"Yet Wasserman Schultz said in a statement, “my office was provided no evidence to indicate that laws had been broken, which over time, raised troubling concerns about due process, fair treatment and potential ethnic and religious profiling.”
",,-1,-1
