document_id;range_from;range_to;sequence_size;qm_size;em_size;ner_person;ner_organization;ner_country;sentiment;polarity;subjectivity;readability;loaded_language;sadness;joy;fear;disgust;anger
761969692;5915;5935;20.00;0;0;;;;2.00;0.00;0;-49;0;0.085952;0.301451;0.069792;0.06727;0.14451
761969692;6064;6084;20.00;0;0;;;;2.00;0.00;0;-49;0;0.085952;0.301451;0.069792;0.06727;0.14451
761969692;6636;6662;26.00;0;0;;;;2.00;0.00;0;-50.02;0;0.151545;0.174219;0.093654;0.072945;0.08686
761969692;1557;1574;17.00;0;0;;;;3.00;0.80;0.9;93.81;0;0.013577;0.860889;0.003457;0.006135;0.03607
761969692;2005;2044;39.00;0;0;;;;2.00;0.00;0;15.64;0;0.432823;0.045302;0.304852;0.177677;0.042853
761969692;2276;2289;13.00;0;0;;;;2.00;0.00;0;77.91;0;0.703415;0.013392;0.178442;0.24403;0.108755
761969692;2858;2886;28.00;0;0;;;;2.00;0.00;0;99.23;0;0.057596;0.472747;0.11569;0.199559;0.09644
762147609;531;546;15.00;0;0;;;;2.00;0.00;0;-6.7;0;0.353615;0.067286;0.054901;0.566979;0.118364
762147609;8629;8648;19.00;0;0;;;;2.00;0.00;0;34.59;0;0.353615;0.067286;0.054901;0.566979;0.118364
762147609;648;660;12.00;0;0;;;;2.00;0.00;0;77.91;0;0.174589;0.145893;0.024312;0.127901;0.141941
762147609;3287;3292;5.00;0;0;;;;2.00;0.00;0;121.22;0;0;0;0;0;0
762147609;4034;4046;12.00;0;0;;;;2.00;0.00;0;-217.19;0;0;0;0;0;0
762147609;2113;2122;9.00;0;0;Trump;;;2.00;0.00;0;120.21;0;0;0;0;0;0
762147609;3108;3117;9.00;0;0;Trump;;;2.00;0.00;0;120.21;0;0;0;0;0;0
762147609;3930;3939;9.00;0;0;Trump;;;2.00;0.00;0;120.21;0;0;0;0;0;0
762147609;1298;1314;16.00;0;0;;;;2.00;0.00;0;93.81;0;0.141734;0.119684;0.062844;0.144079;0.104775
762147609;2160;2290;130.00;0;0;;;Iran;1.00;0.50;0.5;52.19;0;0.167034;0.134931;0.711363;0.040818;0.075178
762147609;3800;3836;36.00;0;0;;;;2.00;0.33;0.5;15.64;0;0.06265;0.073585;0.171658;0.080106;0.359188
762152527;1412;1423;11.00;0;0;;;;1.00;0.00;0;36.62;0;0.151545;0.174219;0.093654;0.072945;0.08686
762152527;2017;2026;9.00;0;0;;;;2.00;-0.50;0.5;36.62;0;0;0;0;0;0
762152527;1121;1166;45.00;0;0;;;;2.00;0.00;0;30.53;0;0.48813;0.035015;0.034133;0.381394;0.256486
762152527;863;897;34.00;1;0;Ryan;;;2.00;0.00;1;90.77;0;0.267127;0.077979;0.139427;0.11381;0.094816
762152527;1502;1535;33.00;0;0;;;;1.00;0.00;0;49.48;0;0.13733;0.182502;0.08399;0.06642;0.081196
762152527;1802;1827;25.00;0;0;;;;1.00;0.00;0.17;50.5;0;0.223741;0.300021;0.054643;0.171626;0.332346
762152527;1870;1913;43.00;0;0;;FBI;;1.00;0.00;0;64.37;0;0.225177;0.073464;0.112605;0.165844;0.182474
762152527;1914;1954;40.00;0;0;Trump;;;1.00;0.00;0;81.29;0;0.492246;0.280518;0.017629;0.167107;0.04461
762152527;898;975;77.00;1;0;he;;;1.00;0.00;0.1;42.38;0;0.514991;0.113516;0.148422;0.049322;0.144847
762160164;522;532;10.00;0;0;;;;2.00;-0.60;0.8;120.21;0;0.227101;0.008182;0.112235;0.751463;0.106587
762160164;595;618;23.00;0;0;;;;2.00;0.50;0.5;117.16;0;0;0;0;0;0
762160164;2414;2435;21.00;0;0;;;;2.00;0.45;0.75;34.59;0;0.05181;0.548785;0.083041;0.029673;0.133536
762160164;2470;2493;23.00;0;0;;;;2.00;0.45;0.75;Sep 21;0;0.032905;0.425378;0.073452;0.017981;0.055443
762160164;2572;2581;9.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762160164;3115;3122;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762160164;3164;3171;7.00;0;0;;;;1.00;0.00;0;36.62;0;0;0;0;0;0
762160164;3185;3196;11.00;0;0;;;;2.00;0.00;0;119.19;0;0;0;0;0;0
762160164;1540;1543;3.00;0;0;;;;0.00;-0.70;0.67;121.22;0;0;0;0;0;0
762160164;2520;2529;9.00;0;0;;;;2.00;-0.80;0.9;36.62;0;0.916667;0;0;0.931034;0.931034
762200179;6609;6625;16.00;0;0;;;;2.00;0.00;0;92.8;0;0.148831;0.179551;0.091248;0.074744;0.088473
762200179;6715;6731;16.00;0;0;;;;2.00;0.00;0;92.8;0;0.148831;0.179551;0.091248;0.074744;0.088473
762200179;6804;6820;16.00;0;0;;;;2.00;0.00;0;92.8;0;0.148831;0.179551;0.091248;0.074744;0.088473
762200179;6884;6900;16.00;0;0;;;;2.00;0.00;0;92.8;0;0.151545;0.174219;0.093654;0.072945;0.08686
762200179;663;678;15.00;0;0;;;;2.00;0.00;0;-6.7;0;0.353615;0.067286;0.054901;0.566979;0.118364
762200179;1300;1306;6.00;0;0;;;;2.00;-0.10;0.4;36.62;0;0;0;0;0;0
762200179;6376;6386;10.00;0;0;;;;3.00;0.20;0.9;-132.59;0;0;0;0;0;0
762200179;6417;6424;7.00;0;0;;;;2.00;0.00;0.75;-47.99;0;0;0;0;0;0
762200179;3915;3920;5.00;0;0;;;;2.00;0.00;0;121.22;0;0;0;0;0;0
762200179;6074;6077;3.00;0;0;;;;2.00;0.00;0;121.22;0;0;0;0;0;0
762200179;6195;6198;3.00;0;0;;;;2.00;0.00;0;121.22;0;0;0;0;0;0
762206044;2378;2397;19.00;0;0;Islamophobe;;;2.00;-0.60;0.8;-49;0;0.066713;0.002302;0.06141;0.257119;0.87824
762206044;2791;2809;18.00;0;0;;;;2.00;0.00;0;-91.3;0;0.070477;0.031213;0.062607;0.135414;0.875912
762206044;4136;4157;21.00;0;0;his;;;2.00;0.00;0;117.16;0;0.05279;0.784017;0.097874;0.001725;0.012303
762206044;7183;7194;11.00;0;0;;;;1.00;-0.70;0.67;93.81;0;0;0;0;0;0
762206044;9251;9263;12.00;0;0;;;;2.00;0.00;0;119.19;0;0;0;0;0;0
762206044;7945;8168;223.00;0;0;Wasserman Schultz, her;DNC;;1.00;-0.37;0.4;Jun 17;0.03;0.185201;0.005133;0.290807;0.305974;0.585116
762206044;35;48;13.00;0;0;;;;2.00;0.00;0;93.81;0;0;0;0;0;0
762206044;62;106;44.00;0;0;;;;3.00;0.00;0;87.72;0;0.233088;0.466957;0.144544;0.151236;0.065018
762206044;246;288;42.00;0;0;;;US;2.00;0.00;0;63.36;0;0.250117;0.163566;0.16982;0.227221;0.06067
762206044;291;305;14.00;0;0;;;;2.00;0.00;0;59.97;0;0;0;0;0;0
762206044;1864;1879;15.00;0;0;;;;2.00;0.00;0;35.61;0;0.252567;0.251889;0.194183;0.051178;0.115797
762206044;1947;1972;25.00;0;0;;;;2.00;0.00;0;33.58;0;0.410993;0.012337;0.236496;0.149861;0.463513
762206044;2107;2121;14.00;0;0;;;;2.00;0.00;0;59.97;0;0;0;0;0;0
762206044;3175;3198;23.00;0;0;;;;2.00;0.00;0;-133.6;0;0.151545;0.174219;0.093654;0.072945;0.08686
762206044;4046;4084;38.00;0;0;;;;3.00;0.43;0.83;55.91;0;0.139937;0.351797;0.093538;0.018502;0.058464
762206044;4330;4352;22.00;0;0;;;;2.00;0.00;0;59.97;0;0.186399;0.149135;0.233964;0.066291;0.122036
762206044;5051;5127;76.00;0;0;his, him;Congress;U.S.;1.00;0.00;0;74.19;0;0.126327;0.067394;0.057558;0.186948;0.267868
762206044;6682;6693;11.00;0;0;;;;2.00;0.00;0;35.61;0;0;0;0;0;0
762206044;7412;7427;15.00;0;0;;;;2.00;0.00;0;-6.7;0;0;0;0;0;0
762206044;9136;9185;49.00;0;0;she;;;1.00;0.00;0;38.99;0;0.163473;0.341102;0.246388;0.211987;0.157979
762206044;10685;10700;15.00;0;0;;;;1.00;0.33;0.5;35.61;0;0.070261;0.082376;0.123046;0.07108;0.08023
762340819;8;15;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762340819;17;27;10.00;0;0;;;;2.00;-0.40;0.6;120.21;0;0;0;0;0;0
762340819;1604;1613;9.00;0;0;;;;1.00;-1.00;1;120.21;0;0;0;0;0;0
762340819;1861;1893;32.00;0;0;;;;2.00;0.00;0;-75.4;0;0.152569;0.0796;0.098139;0.513414;0.13841
762340819;2258;2287;29.00;0;0;;;;2.00;0.08;0.4;66.4;0;0.130794;0.174073;0.126151;0.11931;0.081972
762340819;1184;1191;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762340819;1454;1461;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762340819;2515;2522;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762340819;3164;3171;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762340819;3532;3539;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762340819;3625;3632;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762340819;3657;3664;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762340819;1536;1567;31.00;0;0;;;;2.00;0.00;0;83.32;0;0.7546;0.203048;0.072672;0.042429;0.005127
762340819;2377;2389;12.00;0;0;;;;3.00;0.70;0.6;77.91;0;0.148831;0.179551;0.091248;0.074744;0.088473
762340819;3284;3302;18.00;0;0;;;America;2.00;0.00;0;59.97;0;0.761459;0.00322;0.196993;0.240346;0.090037
762340819;3875;3901;26.00;0;0;;;;2.00;0.00;0;Sep 21;0;0.282547;0.032604;0.166546;0.252035;0.063927
762340819;3934;3944;10.00;0;0;;;;4.00;0.33;1;36.62;0;0;0;0;0;0
762340819;336;346;10.00;0;0;;;;1.00;-0.40;0.6;120.21;0;0;0;0;0;0
762340819;1763;1782;19.00;0;0;;;;2.00;-0.50;0.67;59.97;0;0.582319;0.02209;0.035591;0.379932;0.284549
762340819;3568;3579;11.00;0;0;;;;1.00;-0.35;0.37;-132.59;0;0;0;0;0;0
762340819;3581;3588;7.00;0;0;;;;1.00;-0.50;1;36.62;0;0;0;0;0;0
762340819;3590;3599;9.00;0;0;;;;1.00;-0.30;0.5;-47.99;0;0;0;0;0;0
762340819;3902;3914;12.00;0;0;;;;2.00;0.00;0;35.61;0;0;0;0;0;0
762340819;4639;4650;11.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
762546428;371;383;12.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
762546428;965;981;16.00;0;0;;;;2.00;0.00;0;-6.7;0;0;0;0;0;0
762546428;3326;3341;15.00;0;0;;;;2.00;0.20;0.9;-6.7;0;0.076866;0.018786;0.880114;0.136022;0.059907
762546428;76;84;8.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
762546428;110;122;12.00;0;0;;;;2.00;0.00;0;-132.59;0;0;0;0;0;0
762546428;274;280;6.00;0;0;;;;0.00;-0.70;0.67;120.21;0;0;0;0;0;0
762546428;692;700;8.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
762546428;1158;1166;8.00;0;0;;;;1.00;0.00;0;-47.99;0;0;0;0;0;0
762546428;1172;1180;8.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
762546428;1391;1398;7.00;0;0;;;;1.00;0.00;0;36.62;0;0;0;0;0;0
762546428;3091;3099;8.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762546428;3238;3251;13.00;0;0;;;;2.00;0.00;0;-301.79;0;0;0;0;0;0
762546428;3273;3284;11.00;0;0;;;;2.00;0.00;0;77.91;0;0.151545;0.174219;0.093654;0.072945;0.08686
762546428;1230;1239;9.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762546428;1284;1296;12.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
762546428;2153;2161;8.00;0;0;;;;1.00;0.00;0;-47.99;0;0;0;0;0;0
762546428;2420;2427;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762546428;1727;1734;7.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762546428;309;318;9.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
762546428;248;262;14.00;0;0;;;;2.00;0.00;0;-217.19;0;0;0;0.931034;0;0.931034
762546428;1301;1315;14.00;0;0;;;;2.00;0.00;0;-217.19;0;0;0;0.931034;0;0.931034
762546428;2580;2594;14.00;0;0;;;;2.00;0.00;0;-217.19;0;0;0;0.931034;0;0.931034
762546428;333;341;8.00;0;0;;;;1.00;0.00;0;-47.99;0;0;0;0;0;0
762546428;1247;1265;18.00;0;0;;;;2.00;0.03;0.07;-49;0;0.070113;0.204524;0.20369;0.029311;0.088707
762546428;2652;2714;62.00;0;0;;;;2.00;0.20;0.3;77.23;0;0.342543;0.390229;0.089857;0.087967;0.124419
762546428;2890;2943;53.00;0;0;;;;1.00;0.50;0.5;62.34;0;0.258084;0.180346;0.085904;0.258491;0.170158
762546428;3288;3299;11.00;0;0;;;;2.00;0.00;0;35.61;0;0;0;0;0;0
762546428;185;211;26.00;0;0;;;;2.00;-0.01;0.33;-24.64;0;0.088394;0.197032;0.164588;0.038885;0.093867
762956953;630;669;39.00;0;0;;;;1.00;-0.50;0.5;31.55;0;0.501422;0.009528;0.139824;0.525241;0.141576
763260610;970;982;12.00;0;0;;;;1.00;0.00;0;35.61;0;0;0;0;0;0
763260610;1284;1363;79.00;0;0;;;;2.00;-0.23;0.46;74.19;0;0.274803;0.117696;0.308731;0.282625;0.241961
763260610;2205;2239;34.00;0;0;;;;2.00;0.00;0;-34.11;0;0.313827;0.125117;0.034107;0.426234;0.052774
763260610;3031;3086;55.00;0;0;;;United States;3.00;0.00;0;86.71;0;0.399407;0.179147;0.086664;0.167231;0.394618
763260610;4166;4190;24.00;0;0;;;;1.00;0.00;0;99.23;0;0.345548;0.00782;0.162253;0.282263;0.582691
763260610;4192;4309;117.00;0;0;;;United States;3.00;0.29;0.54;75.54;0;0.337381;0.412986;0.069854;0.12638;0.081231
763260610;4724;4743;19.00;0;0;;;;2.00;0.00;0;-49;0;0.28869;0.033966;0.460069;0.233592;0.312849
763260610;6409;6450;41.00;0;0;Julian;;;3.00;0.00;0;31.55;0;0.035553;0.794259;0.030473;0.028704;0.032335
763260610;9302;9329;27.00;0;0;him;;;2.00;0.00;0;99.23;0;0.156061;0.011465;0.082656;0.245807;0.793358
763260610;9405;9460;55.00;0;0;;;;2.00;0.05;0.45;38.99;0;0.438872;0.155998;0.109846;0.178086;0.33399
763260610;9460;9472;12.00;0;0;;;;2.00;0.00;0;-132.59;0;0;0;0;0;0
763260610;10436;10444;8.00;0;0;;;;2.00;0.00;0;-132.59;0;0;0;0;0;0
763260610;14328;14403;75.00;0;0;Judith Miller;New York Times;;2.00;0.14;0.45;90.09;0;0.490943;0.068709;0.083434;0.138513;0.407734
763260610;2812;2868;56.00;0;0;Julian, he;;;1.00;0.00;0;68.77;0;0.311183;0.017116;0.046992;0.217207;0.172689
763260610;3956;3996;40.00;0;0;;;;2.00;0.00;0;80.28;0;0.4399;0.100231;0.055307;0.347059;0.234421
763260610;4819;4851;32.00;0;0;;;;2.00;-0.10;0;48.47;0;0.551806;0.051693;0.15517;0.453486;0.095266
763260610;8129;8166;37.00;0;0;;;;1.00;0.00;0;81.29;0;0.094906;0.205477;0.71903;0.049229;0.015474
763260610;8247;8266;19.00;0;0;;;;2.00;0.00;0.8;-91.3;0;0.253465;0.186185;0.289986;0.09039;0.236796
763260610;9160;9177;17.00;0;0;he;;;2.00;0.00;0;75.88;0;0;0;0;0;0.931034
763260610;10568;10630;62.00;0;0;;;;3.00;0.30;0.45;44.41;0;0.156206;0.300899;0.067312;0.109364;0.4147
763260610;0;17;17.00;0;0;;;;2.00;-0.50;1;93.81;0;0.412979;0.039667;0.446839;0.308701;0.090568
763260610;254;290;36.00;0;0;;;;2.00;0.00;0;48.47;0;0.285306;0.165078;0.075119;0.344111;0.083836
763260610;705;720;15.00;0;0;;;;2.00;0.00;0;59.97;0;0.434285;0.10002;0.127759;0.157341;0.039104
763260610;1053;1105;52.00;0;0;;;;2.00;0.00;0;53.88;0;0.117286;0.123019;0.287415;0.266625;0.445034
763260610;1365;1376;11.00;0;0;;;;2.00;0.00;0;35.61;0;0;0;0;0;0
763260610;1411;1425;14.00;0;0;;;;2.00;-0.50;1;-6.7;0;0;0;0;0;0
763260610;1470;1484;14.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
763260610;1516;1530;14.00;0;0;;;;2.00;-0.23;0.46;93.81;0;0.197168;0.26227;0.034451;0.559603;0.069865
763260610;1593;1619;26.00;0;0;;;;2.00;0.00;0;100.24;0;0.170162;0.223892;0.090803;0.461879;0.212222
763260610;1621;1675;54.00;0;0;;;;2.00;0.50;0.67;77.23;0;0.144882;0.59827;0.078239;0.219323;0.071339
763260610;2132;2150;18.00;0;0;;;;3.00;0.08;1;93.81;0;0.74932;0.054072;0.080527;0.103854;0.055929
763260610;2311;2359;48.00;0;0;;;;1.00;-0.30;0.5;86.71;0;0.416079;0.018509;0.370975;0.127482;0.318127
763260610;2430;2444;14.00;0;0;;;;2.00;-0.50;1;35.61;0;0;0;0;0;0
763260610;3559;3590;31.00;0;0;;;;3.00;0.80;0.75;49.48;0;0.159865;0.744339;0.044591;0.020724;0.037882
763260610;3782;3801;19.00;0;0;;;;1.00;-0.10;0.5;Sep 21;0;0.603393;0.036401;0.072997;0.159067;0.118863
763260610;3911;3931;20.00;0;0;;;;3.00;0.20;0.9;-6.7;0;0.11777;0.303163;0.032324;0.415862;0.305406
763260610;4015;4038;23.00;0;0;;;;1.00;0.00;0;75.88;0;0.179543;0.117966;0.05942;0.118176;0.104456
763260610;4369;4390;21.00;0;0;;;;2.00;0.00;0;Sep 21;0;0;0;0;0;0
763260610;3134;3156;22.00;0;0;;;;2.00;0.00;0;Sep 21;0;0;0;0;0;0
763260610;4500;4518;18.00;0;0;;;;1.00;-0.33;1;93.81;0;0.740385;0;0.692308;0.857143;0.931034
763260610;4639;4665;26.00;0;0;His;;;2.00;0.00;0;Sep 21;0;0.148831;0.179551;0.091248;0.074744;0.088473
763260610;5066;5120;54.00;0;0;;;;2.00;0.00;0;85.69;0;0.139973;0.485708;0.126647;0.115354;0.100607
763260610;5391;5423;32.00;0;0;;;;2.00;0.00;0;-24.64;0;0.403367;0.161683;0.106142;0.160387;0.116041
763260610;5495;5555;60.00;0;0;;;;1.00;0.20;0.3;44.41;0;0.360994;0.207058;0.205749;0.170563;0.117308
763260610;5881;5893;12.00;0;0;;;;2.00;0.00;0;35.61;0;0;0;0;0;0
763260610;6160;6182;22.00;0;0;;;;2.00;0.00;0.5;50.5;0;0.148094;0.065079;0.142824;0.106835;0.174184
763260610;6230;6271;41.00;0;0;;;;1.00;0.00;1;48.47;0;0.389634;0.042926;0.082055;0.436158;0.302197
763260610;6660;6740;80.00;0;0;;;;2.00;0.50;0.5;88.06;0;0.177273;0.280435;0.133014;0.305911;0.157352
763260610;6845;6907;62.00;0;0;Luke Harding, Assange;;;3.00;0.80;0.75;79.26;0;0.167273;0.71007;0.017311;0.025826;0.018274
763260610;7459;7495;36.00;0;0;Julian Assange;;;1.00;0.00;0;89.75;0;0.318968;0.085702;0.336158;0.139994;0.353505
763260610;7661;7681;20.00;0;0;Clinton;;;2.00;0.00;0;34.59;0;0.12028;0.096827;0.079979;0.118422;0.169386
763260610;7606;7640;34.00;0;0;;;;2.00;0.00;0;73.85;0;0.126605;0.02185;0.034425;0.142242;0.86041
763260610;7890;7931;41.00;0;0;Clinton, he;;;2.00;0.00;0;55.91;0;0.39974;0.079965;0.078544;0.277532;0.141661
763260610;8032;8049;17.00;0;0;;;;2.00;-0.40;0.4;-91.3;0;0.139705;0.177722;0.093654;0.067182;0.078954
763260610;8777;8791;14.00;0;0;he;;;2.00;0.00;0;93.81;0;0;0;0.931034;0;0.931034
763260610;8957;8999;42.00;0;0;;;;2.00;0.00;0;81.29;0;0.28732;0.22496;0.151257;0.05165;0.152469
763260610;9186;9204;18.00;0;0;;;;2.00;-1.00;1;Sep 21;0;0;0;1;0;0.931034
763260610;9362;9379;17.00;0;0;;;;2.00;0.00;0;59.97;0;0;0;0;0;0
763260610;9689;9714;25.00;0;0;;;;2.00;-0.38;1;50.5;0;0.195973;0.049292;0.071613;0.534597;0.231389
763260610;9818;9847;29.00;0;0;;;;2.00;-0.38;1;49.48;0;0.195973;0.049292;0.071613;0.534597;0.231389
763260610;9916;9946;30.00;0;0;;;;2.00;-0.57;0.7;08. Feb;0;0.244262;0.03288;0.462483;0.034755;0.026191
763260610;9967;10009;42.00;0;0;;;;2.00;0.45;0.85;31.55;0;0.141121;0.205067;0.022857;0.471259;0.326317
763260610;10201;10274;73.00;0;0;;;Israel, U.S.;1.00;0.00;0;74.19;0;0.221761;0.260614;0.133594;0.251175;0.071336
763260610;10457;10470;13.00;0;0;;;;2.00;-0.16;0.29;35.61;0;0;0;0;0;0
763260610;11055;11168;113.00;0;0;;;Iran;2.00;0.00;0;58.62;0;0.248249;0.045197;0.485886;0.097211;0.411586
763260610;11280;11303;23.00;0;0;;;;2.00;0.00;0;34.59;0;0.130932;0.111907;0.041044;0.470896;0.232372
763260610;12230;12261;31.00;0;0;;;;4.00;0.17;0.53;-8.73;0;0.155291;0.592438;0.027982;0.121411;0.074472
763260610;12529;12548;19.00;0;0;;;;2.00;0.00;0;92.8;0;0;0;0;0;0
763260610;13164;13181;17.00;0;0;;;;2.00;0.29;0.54;92.8;0;0;0;0;0;0
763260610;13644;13676;32.00;0;0;;;;2.00;0.00;0;73.85;0;0.081552;0.133001;0.066562;0.25094;0.355559
763260610;13771;13837;66.00;0;0;;Taliban;;3.00;0.80;0.75;81.63;0;0.394313;0.23123;0.132899;0.029055;0.206253
763260610;14075;14096;21.00;0;0;;;;2.00;-1.00;1;-91.3;0;0.107729;0.033749;0.035791;0.567284;0.137139
763260610;14289;14315;26.00;0;0;him;;;2.00;0.00;0;100.24;0;0.17512;0.133242;0.199337;0.180632;0.204256
763260610;14424;14442;18.00;0;0;;;;1.00;-1.00;1;-91.3;0;0;0;0;0;0
763260610;3811;3868;57.00;0;0;;;;3.00;0.35;0.55;93.14;0;0.305176;0.222338;0.118646;0.273423;0.141087
763260610;10177;10187;10.00;0;0;;;;2.00;0.00;0;-132.59;0;0;0;0;0;0
763440871;843;866;23.00;0;0;;;;2.00;-0.20;0.4;59.97;0;0.324091;0.083697;0.225141;0.432949;0.068341
763440871;45;60;15.00;0;0;;;;2.00;0.00;0;35.61;0;0.48741;0.046568;0.171382;0.202001;0.396779
763440871;980;988;8.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
763440871;1705;1713;8.00;0;0;;;;1.00;0.00;0;-47.99;0;0;0;0;0;0
763440871;1719;1727;8.00;0;0;;;;2.00;0.00;0;-47.99;0;0;0;0;0;0
763440871;1859;1868;9.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
763440871;727;734;7.00;0;0;;;;2.00;0.00;0;121.22;0;0;0;0;0;0
763440871;1371;1381;10.00;0;0;;;;2.00;0.00;0;-132.59;0;0;0;0;0;0
763440871;478;493;15.00;0;0;;;;2.00;0.00;0;77.91;0;0.28954;0.063218;0.345725;0.283904;0.307044
763440871;934;942;8.00;0;0;;;;1.00;0.00;0;36.62;0;0;0;0;0;0
763440871;1536;1545;9.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0.931034;0;0.931034
763440871;3228;3361;133.00;0;0;Catholic;;;3.00;-0.06;0.2;66.07;0;0.288615;0.378904;0.142548;0.122853;0.09315
763440871;3339;3347;8.00;0;0;;;;2.00;0.00;0.1;121.22;0;0;0;0;0;0
763440871;1825;1853;28.00;0;0;;;;2.00;0.03;0.07;-24.64;0;0.168436;0.190987;0.187997;0.047117;0.122144
763440871;2472;2491;19.00;0;0;;;;1.00;0.00;0;34.59;0;0.151545;0.174219;0.093654;0.072945;0.08686
763761219;1875;1890;15.00;0;0;;;;2.00;0.00;0;-6.7;0;0;0;0;0;0
763761219;116;140;24.00;0;0;;;;2.00;0.00;0;117.16;0;0.162413;0.44829;0.071836;0.292006;0.070409
763761219;1452;1465;13.00;0;0;;;;2.00;0.00;0;119.19;0;0.142706;0.15004;0.112774;0.474009;0.106731
763761219;1645;1658;13.00;0;0;;;;2.00;0.00;0;119.19;0;0.133683;0.166489;0.102658;0.482756;0.108686
763761219;2295;2306;11.00;0;0;;;;2.00;0.00;0;77.91;0;0;0;0;0;0
764518567;6123;6139;16.00;0;0;;;;1.00;0.00;0;35.61;0;0.060155;0.005644;0.076193;0.835124;0.268072
764518567;6460;6476;16.00;0;0;;;;1.00;0.00;0;35.61;0;0.060155;0.005644;0.076193;0.835124;0.268072
764518567;6669;6685;16.00;0;0;;;;1.00;0.00;0;35.61;0;0.060155;0.005644;0.076193;0.835124;0.268072
764518567;6919;6935;16.00;0;0;;;;2.00;0.00;0;35.61;0;0.05893;0.005913;0.07546;0.834546;0.270683
764518567;1113;1133;20.00;0;0;;;;2.00;-0.50;0.5;-6.7;0;0.222953;0.124853;0.047697;0.479276;0.346402
764518567;5809;5826;17.00;0;0;;;;1.00;0.00;0;-6.7;0;0.151545;0.174219;0.093654;0.072945;0.08686
764518567;7942;7961;19.00;0;0;;;;1.00;-0.40;0.55;-49;0;0.151545;0.174219;0.093654;0.072945;0.08686
764518567;2954;2972;18.00;0;0;;;;1.00;-0.50;0.9;-6.7;0;0.260117;0.1901;0.286415;0.088145;0.23011
764518567;5832;5850;18.00;0;0;;;;1.00;-0.50;0.9;-6.7;0;0.260117;0.1901;0.286415;0.088145;0.23011
764518567;1924;1933;9.00;0;0;;;;2.00;0.00;0;36.62;0;0;0;0;0;0
764518567;2303;2349;46.00;0;0;;;;1.00;-0.60;0.7;31.55;0;0.188422;0.235824;0.042205;0.132187;0.064873
764518567;5191;5208;17.00;0;0;;;;1.00;0.00;0;-6.7;0;0.151545;0.174219;0.093654;0.072945;0.08686
764518567;5887;5903;16.00;0;0;;;;1.00;0.00;0;35.61;0;0.060155;0.005644;0.076193;0.835124;0.268072
764518567;8001;8054;53.00;0;0;she;;;2.00;0.00;0;78.25;0;0.265963;0.04111;0.259965;0.137636;0.164303
764518567;9804;9833;29.00;0;0;Trump;;;2.00;0.00;0.8;83.32;0;0.151641;0.151022;0.073752;0.096613;0.153851
764518567;11690;11756;66.00;0;0;;;;1.00;-0.60;0.7;44.41;0;0.554928;0.020146;0.02142;0.216266;0.070687
764518567;1258;1266;8.00;0;0;;;;2.00;-0.50;1;-47.99;0;0;0;0;0;0
764518567;4804;4854;50.00;0;0;Hillary Clinton;;;1.00;0.15;0.4;103.63;0;0.212792;0.232822;0.078339;0.205997;0.280284
764518567;6093;6111;18.00;0;0;;;;1.00;-0.50;0.9;-6.7;0;0.260117;0.1901;0.286415;0.088145;0.23011
764518567;8365;8402;37.00;0;0;Hillary Clinton;;;3.00;0.00;0;99.23;0;0.185559;0.211598;0.021963;0.348361;0.127419
764518567;9264;9272;8.00;0;0;;;;2.00;-0.50;1;-47.99;0;0;0;0;0;0
764518567;10680;10702;22.00;0;0;;;;2.00;-0.60;0.9;-133.6;0;0.16887;0.138578;0.094572;0.096023;0.291097
764609985;7112;7118;6.00;0;0;;;;2.00;-1.00;1;36.62;0;0;0;0;0;0
764609985;7224;7235;11.00;0;0;;;;1.00;-0.35;0.38;119.19;0;0.5676;0.01194;0.24326;0.306329;0.226106
