id,span,propaganda
6605,Banning large capacity ammunition feeding devices and the importation of all large capacity ammunition clips.,0
6606,"Targeting and holding responsible gun dealers who break the law by knowingly selling guns to straw purchasers; Banning Assault Weapons and Large-Capacity Magazines, including: Reinstating a strengthened, effective ban on military-style assault weapons, such as AK-47s, and their component parts; and",0
6607,Increasing inspections of licensed gun dealers; and,0
6608,Banning replica handguns;,0
6609,"Strengthening the Regulation of Gun Sales and Dealers, including: Limiting the number of guns a person may purchase in a single transaction or in a month or other specified period of time;",0
6610,According to the mayors:,0
6611,And just what kind of policies are we talking about?,1
6612,You also agree to this site's Privacy Policy and Terms of Use.,0
6613,You may opt out at anytime.,0
6614,Completing this poll grants you access to Freedom Outpost updates free of charge.,0
6615,Comments This field is for validation purposes and should be left unchanged.,0
6616,Email *,0
6617,* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker,0
6618,Whom do you consider to be the most corrupt Democrat Politician?,0
6619,Whom do you consider to be the most corrupt Democrat Politician?,0
6620,Whom do you consider to be the most corrupt Democrat Politician?,0
6621,take our poll - story continues below,0
6622,#NeverAgain,1
6623,hypocrisy,1
6624,despite the fact that government has never been given authority to restrict or regulate arms,1
6625,US Conference of Mayors Call For More Gun Confiscation Legislation,0
6626,Reprinted with permission from Consortiumnews.com.,0
6627,He can bring Julian Assange home.,0
6628,"Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world.",0
6629,Malcolm Turnbull can remain silent.,0
6630,"He has had a relentless cough, but is not even allowed safe passage to and from a hospital for an X-ray.",0
6631,I have watched Assange’s health deteriorate in his years of confinement without sunlight.,0
6632,He refers to the real possibility of a tragedy.,0
6633,"It is a moving letter, in which he has appealed to the prime minister to bring his son home.",0
6634,Julian Assange’s father has written to Turnbull.,0
6635,Malcolm Turnbull is now the Prime Minister of Australia.,0
6636,"warmongering, sycophantic, embarrassing speech ",1
6637,pioneering feminists,1
6638,Ecuador invoked the 1951 Convention and granted Assange refuge in its embassy in London.,0
6639,an Australian citizen,1
6640,"until she was told she could not do this: that Assange had committed no crime: that WikiLeaks was a publisher, whose work was protected under Article 19 of the Universal Declaration of Human Rights, to which Australia was one of the original signatories",1
6641,"We talked about his famous victory — in the 1980s when, as a young barrister, he had fought the British Government’s attempts to suppress free speech and prevent the publication of the book Spycatcher — in its way, a WikiLeaks of the time, for it revealed the crimes of state power.",0
6642,"I wanted to ask him to deliver a letter from Gareth Peirce, Assange’s lawyer, to the government.",0
6643,"Seven years ago, in Sydney, I arranged to meet a prominent Liberal Member of the Federal Parliament, Malcolm Turnbull.",0
6644,Assange is in mortal danger,1
6645,fraudulent wars ,1
6646,"the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought” of the Soviet Union were well known in the West while America’s imperial crimes “never happened ",1
6647,a vast tapestry of lies up on which we feed,1
6648,a one-way moral screen has been pushed back to expose the imperialism of liberal democracies,1
6649,No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account,1
6650,They Never Happened,0
6651,Assange’s crime is to have broken a silence.,0
6652,"This is not easy; the U.S. Constitution protects publishers, journalists and whistleblowers.",0
6653,the suburban home of America’s war-making elite ,1
6654,He’ll be eating cat food forever.”,0
6655,Screw the terrorist.,0
6656,a nice bride in prison,1
6657,a “Manhunt target list,1
6658,extreme danger ,1
6659,The witch-hunt ,1
6660,a media witch-hunt ,1
6661,trying to clamp down ,1
6662,bogus and farcical ,1
6663,He has never been charged with a crime.,0
6664,Julian Assange has committed no crime.,0
6665,The question is why.,0
6666,gloated on his blog ,1
6667,They also revealed the secret password Julian had given the Guardian in confidence and which was designed to protect a digital file containing the U.S. embassy cables.,0
6668,gratuitously abused ,1
6669,not a penny going to WikiLeaks,1
6670,struggled to survive,1
6671,WikiLeaks’ revelations became part of the Guardian’s marketing plan to raise the paper’s cover price.,0
6672,Maligning and Profiting off Assange,0
6673,Awards were lavished and celebrated as if Julian Assange did not exist.,0
6674,one of the greatest journalistic scoops of the last 30 years,1
6675,The WikiLeaks Files: T... WikiLeaks Best Price: $2.50 Buy New $7.00 (as of 05:50 EDT - Details),0
6676,Like a spurned lover,1
6677,reputedly once a great liberal newspaper,1
6678,Vichy journalism,1
6679,We all know it,1
6680,a vicious re-tweet,1
6681,shocking interview,1
6682,She offered no evidence — nor was asked for any — to back her grave allegations,1
6683,Clinton defamed Assange,1
6684,"Instead, she invited Clinton to describe the “damage” Julian Assange did “personally to you”.",0
6685,a highly paid reporter,1
6686,to crush starving and stricken people in a genocidal assault ,1
6687,the biggest arms sale ever ,1
6688,"Leaked emails published by WikiLeaks revealed that Hillary Clinton’s foundation – which she shares with her husband – received millions of dollars from Saudi Arabia and Qatar, the main backers of ISIS and terrorism across the Middle East.",0
6689,WikiLeaks Exposed Clinton,0
6690,"Thanks largely to her, tens of thousands of refugees fled in peril across the Mediterranean, and many drowned.",0
6691,"Thanks largely to her, Libya became a breeding ground for ISIS and other jihadists.",0
6692,murdered publicly and gruesomely ,1
6693,"Like the invasion of Iraq, it was based on lies",1
6694,obliterate totally,1
6695,over whom she fawned ,1
6696,Vichy journalists ,1
6697,The irony is that no one told these journalists what to do.,0
6698,Their shock troops ,1
6699,personal smear,1
6700,Vichy Media,0
6701,they planned a war on a single human being and on the very principle of freedom of speech,1
6702,The aim was to silence and criminalise WikiLeaks and its editor and publisher.,0
6703,a unrelenting assault ,1
6704,Against the State: An ... Llewellyn H. Rockwell Jr. Best Price: $9.95 Buy New $9.95 (as of 06:00 EDT - Details),0
6705,They described in detail how important it was to destroy the “feeling of trust” that is WikiLeaks’ “centre of gravity”.,0
6706,The authors were the Cyber Counter-intelligence Assessments Branch of the U.S. Defence Department.,0
6707,"In 2008, a plan to destroy both WikiLeaks and Assange was laid out in a top secret document dated 8 March, 2008.",0
6708,"a tsunami of lies and smear engulf him, endlessly, vindictively, perfidiously",1
6709,a person of extraordinary resilience and courage,1
6710,We know from the Chelsea Manning case what he can expect if a U.S. extradition warrant is successful — a United Nations Special Rapporteur called it torture.,0
6711,gross injustice,1
6712,Assange does not ask for special treatment.,0
6713,Or they can act in the interests of justice and humanity and bring this remarkable Australian citizen home.,0
6714,"They can remain silent, for which history will be unforgiving.",0
6715,The Australian government and prime minister Malcolm Turnbull have an historic opportunity to decide which it will be.,0
6716,Or it will end in tragedy.,0
6717,The persecution of Julian Assange must end.,0
6718,Julian Assange,0
6719,Article posted with permission from Robert Spencer,0
6720,Nigel Farage has become just another mainstream hack politician,1
6721,"But what, Mr. Farage, are we to think about the Muslims who consider themselves and their religion to be at war with us",1
6722,at war with the entire religion,1
6723,"Upon them rests the curse of Allah, of the Angels and of man collectively",0
6724,partisans of Satan; most treacherous in regard to all they do,1
6725,The non-Muslims are nothing but dirt,1
6726,O you who believe!,0
6727,"In the year 718, the Umayyad caliph Umar ibn Abd al-Aziz sent out a message to the governors of the various Islamic provinces:",0
6728,Underlying this subjugation is a deep contempt for non-Muslims.,0
6729,"The jizya is to be imposed on all of them in full, without exception.",0
6730,vilify and humiliate ,1
6731,the infidels ,1
6732,"In the early twelfth century, the Fatimid caliph Al-Amir bi-Ahkamillah issued this edict:",0
6733,the People of the Book,1
6734,"Muhammad advises the same thing, according to the tradition of the Muslim doctors",1
6735,innumerable examples,1
6736,I document this abundantly in my new book The History of Jihad From Muhammad to ISIS ,1
6737,jihad terror ,1
6738,Another problem with Farage’s statement is that it manifests a remarkable ignorance of history.,0
6739,"But if we don’t speak about such facts, how will we ever convince Muslims not to follow “hardline interpretations of the Qur’an",1
6740,You also agree to this site's Privacy Policy and Terms of Use.,0
6741,You may opt out at anytime.,0
6742,Completing this poll grants you access to Freedom Outpost updates free of charge.,0
6743,Phone This field is for validation purposes and should be left unchanged.,0
6744,Email *,0
6745,* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker,0
6746,Whom do you consider to be the most corrupt Democrat Politician?,0
6747,Whom do you consider to be the most corrupt Democrat Politician?,0
6748,Whom do you consider to be the most corrupt Democrat Politician?,0
6749,take our poll - story continues below,0
6750,jihadis ,1
6751,No sane person is saying that the West should go to war with the entire Islamic world,1
6752,a “battle between us and the entire religion,1
6753,Now how does Farage propose to do that?,0
6754,Sure,1
6755,"We will simply lose….We absolutely have to get that Muslim majority living in many of our towns and cities on our side, more attuned to Western values than some pretty hardline interpretations of the Qur’an.”",0
6756,"At a recent dinner of the UK Independence Party (UKIP), which he formerly headed, Farage said: “If dealing with Islamic fundamentalism becomes a battle between us and the entire religion, I’ll tell you the result: we’ll lose.",0
6757,"if he can’t beat them, he’ll join them ",1
6758,but British establishment politicians have done everything they could to sabotage that vote since then,1
6759,Nigel Farage Warns “We’ll Lose” A Battle Between the West and Islam,0
6760,human shields,1
6761,The attacks here are motivated by a desire for open borders.,1
6762,thoughtless,1
6763,extermination,1
6764,That's not unique.,0
6765,Just about every country splits up families when they arrest the parents.,0
6766,Every country arrests people.,0
6767,That's the really relevant part.,0
6768,Nazi,1
6769,But instead it seems to have whetted his appetite for making them.,0
6770,Nazi,1
6771,Repeatedly.,0
6772,particularly stupid,1
6773,Then Hayden doubled down on that analogy.,0
6774,death-camp,1
6775,compared US immigration policy to Nazi Germany,1
6776,Anything a Republican president does is exactly like the Holocaust.,0
6777,2.,0
6778,And only shameless Zionists would attempt to equate killing Jews with killing Jews.,0
6779,"The Muslim Brotherhood's leaders praising Hitler, calling for another Holocaust and killing Jews is nothing like the Holocaust.",0
6780,1.,0
6781,The media has 2 very simple rules for Holocaust analogies.,0
6782,Stop Comparing Immigration Enforcement to the Holocaust,0
6783,they don't want to bite the hand that feeds them,1
6784,Where is the AMA statement against the pharmaceutical companies and big government?,1
6785,Where is Berg's blog post on that?,1
6786,"people are dying by the hundreds of thousands at the hands of drugs approved by the FDA, but I don't hear you guys calling to shut down the unconstitutional FDA or put Big Pharma out of business",1
6787,"It doesn’t have to be this way, and we urge lawmakers to act.”",0
6788,"“Every day,” Dr. Barbe added, “physicians are treating suicide victims, victims of domestic partner violence, and men and women simply in the wrong place at the wrong time.",0
6789,carnage of gun violence,1
6790,our,1
6791,"I also oppose it because it's just another step for the federal government to say they need a database so states can check, thus identifying gun owners and possibly their weapons.",0
6792,"a right, not a permission, to keep and bear arms",1
6793,Oppose requirements or incentives of teachers to carry weapons.,0
6794,Advocate for schools to remain gun-free zones except for school-sanctioned activities and professional law enforcement officials.,0
6795,Newly adopted policy also means the AMA will:,0
6796,Encourage,1
6797,Encourage the development of curricula and training for physicians with a focus on suicide risk assessment and prevention as well as lethal means safety counseling.,0
6798,The delegates also modified existing policy to: Recognize the role of firearms in suicides.,0
6799,Efforts to ensure the public is aware of the existence of laws that allow for the removal of firearms from high-risk individuals.,0
6800,Requiring domestic violence restraining orders and gun violence restraining orders to be entered into the National Instant Criminal Background Check System.,0
6801,Requiring states to have protocols or processes in place for requiring the removal of firearms by prohibited persons.,0
6802,Expanding domestic violence restraining orders to include dating partners.,0
6803,"Prohibiting persons who are under domestic violence restraining orders, convicted of misdemeanor domestic violence crimes or stalking from possessing or purchasing firearms.",0
6804,"At the 2018 AMA Annual Meeting, delegates adopted policy for the AMA to support: Establishing laws allowing family members, intimate partners, household members and law enforcement personnel to petition a court for the removal of a firearm when there is a high or imminent risk for violence.",0
6805,nonsensical,1
6806,"In some cases, you can purchase drums which hold 50-100 rounds, but if you are in New York, the NY SAFE Act defines your high capacity magazine to hold anything more than 7 rounds.",0
6807,"I mean, for the most part, you can obtain 20 or 30 round magazines for both handguns and rifles.",0
6808,Who knows exactly what they mean by high-capacity magazines.,0
6809,anti-American,1
6810,Non-American,1
6811,See?,0
6812,"They want to do what President Donald Trump suggested and ""take the guns first"" and forget due process.",0
6813,"The AMA also wants to bypass the Fifth Amendment protections concerning someone actually being indicted and found guilty of a crime being deprived of their liberty and property as they promote a new legal procedure by which “family members, intimate partners, household members and law enforcement personnel” can petition courts to confiscate firearms from people “when there is a high or imminent risk for violence.”",0
6814,It's going to infringe on the rights of those who don't commit crimes and need a gun to protect themselves or be part of the constitutional militia.,0
6815,"Yeah, that's gonna keep people safe.",0
6816,Wrong.,0
6817,"if we do that, we won't have to worry about mass shooters",1
6818,"I ask, where does government get to determine who gets to do whatever at whatever age based on an ambiguous age number?",0
6819,"I ask, as I do with the issue concerning alcohol, what is magic about the age of 21?",0
6820,"Do they not know that 18-year-olds carry firearms, both handguns and rifles?",0
6821,our,1
6822,Berg and the AMA want to pull a Dick's Sporting Goods and demand that people be 21 before they can purchase a firearm.,0
6823,"And though she has a huge laundry list of things the AMA supports, she fails, like every other Socialist and Communist, to tell us exactly how these measures keep people safe and weapons out of the hands of criminals.",0
6824,"Sara Berg, a senior writer at AMA, was the author of the lengthy post which calls for all sorts of government overreach and unconstitutional legislation.",0
6825,This has nothing to do with medicine or health,1
6826,You also agree to this site's Privacy Policy and Terms of Use.,0
6827,You may opt out at anytime.,0
6828,Completing this poll grants you access to Freedom Outpost updates free of charge.,0
6829,Email This field is for validation purposes and should be left unchanged.,0
6830,Email *,0
6831,* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker,0
6832,Whom do you consider to be the most corrupt Democrat Politician?,0
6833,Whom do you consider to be the most corrupt Democrat Politician?,0
6834,Whom do you consider to be the most corrupt Democrat Politician?,0
6835,take our poll - story continues below,0
6836,Just keep that in mind.,0
6837,couldn't tell you any of these devices or items if they saw them,1
6838,law-abiding,1
6839,they are about as anti-American as it comes in their new demands for gun confiscation measures,1
6840,"""American""",1
6841,Article posted with permission from Robert Spencer,0
6842,"It isn’t remotely accurate, but it feels good, and for the Catholic and Leftist establishment today, that seems to be all that matters.",0
6843,preposterously,1
6844,"Wills’ naïve, inaccurate, misleadingly sunny view of the Qur’an",1
6845,violence,1
6846,How would Garry Wills explain all that?,0
6847,He had learnt the Quran by heart.” A Muslim politician from Jordan said that the Islamic State’s “doctrine stems from the Qur’an and Sunnah.”,0
6848,An Islamic State propagandist’s parents said of him: “Our son is a devout Muslim.,0
6849,A Muslima in the U.S. promoted the Islamic State by quoting the Qur’an.,0
6850,One Malaysian Muslim said that the Qur’an led him to join the Islamic State.,0
6851,Children in the Islamic State study the Qur’an and get weapons training.,0
6852,One of its underground lairs was found littered with weapons and copies of the Qur’an.,0
6853,sex slaves,1
6854,Qur’an 9:29); in justifying the execution of accused spies; and in its various videos.,0
6855,blow up the White House and conquer Rome and Spain,1
6856,"The Islamic State (ISIS), in its heyday, quoted the Qur’an frequently ",1
6857,peaceful fantasy ,1
6858,“kill them wherever you find them.”,1
6859,To “emigrate in the cause of Allah” is to leave one’s home and join up with the Muslims,1
6860,kill them wherever you find them,1
6861,So do not take from among them allies until they emigrate for the cause of Allah.,0
6862,They wish you would disbelieve as they disbelieved so you would be alike.,0
6863,You also agree to this site's Privacy Policy and Terms of Use.,0
6864,You may opt out at anytime.,0
6865,Completing this poll grants you access to Freedom Outpost updates free of charge.,0
6866,Email This field is for validation purposes and should be left unchanged.,0
6867,Email *,0
6868,* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker,0
6869,Whom do you consider to be the most corrupt Democrat Politician?,0
6870,Whom do you consider to be the most corrupt Democrat Politician?,0
6871,take our poll - story continues below Whom do you consider to be the most corrupt Democrat Politician?,0
6872,Wills has omitted all mention of the primary Qur’anic passage on this topic,1
6873,That sounds wonderful,1
6874,inexhaustible mercy and forgiveness,1
6875,a terrifying judgment ,1
6876,so ferocious ,1
6877,Again and again it turns out that Wills has ignored key passages in order to make his case,1
6878,“right-wing Islamophobes”,1
6879,"Because these stipulations are found in the Qur’an, they cannot be questioned or set aside.",0
6880,"The Qur’an’s declarations that a woman’s testimony is worth half that of a man’s (2:282), that a daughter is to receive a smaller part of an inheritance than a son receives (4:11), that thieves are to have their hands amputated (5:38), and that those who “wage war against Allah and his messenger” are to be crucified or have a hand and foot amputated on opposite sides (5:33) are part of Sharia in all its various expressions.",0
6881,"Likewise, when he claims that the Qur’an has “not a thing” to say about Sharia, he appears unaware that the Qur’an is one of the sources of Sharia",1
6882,"Wills doesn’t mention the existence of such interpretations, even to dismiss them",1
6883,"To eradicate these, Muslims are required to wage war until there exists none of it in the world, and the only religion is that of Allah.",0
6884,worst of sins,1
6885,The prominent Twentieth Century Indian Islamic scholar Muhammad Ashiq Ilahi Bulandshahri explains the passage this way:,0
6886,He ignores the fact that some Islamic authorities see this passage as calling for nothing less than unlimited warfare against non-Muslims,1
6887,"By adding “at the shrine” to this verse, Wills restricts the call to fight to the area around the Sacred Mosque in Mecca.",0
6888,Wills doesn’t give any source for it,1
6889,Whence the bracketed interpolation “at the shrine”?,0
6890,"He renders one key passage in this way: “Fight then until there is no more persecution, and worship [at the shrine] is devoted to God” (2:193; p. 133).",0
6891,Wills is no more trustworthy when he deals with the question of violence in the Qur’an,1
6892,"Wills never mentions Qur’an 9:29, which commands Muslims to wage war against Jews and Christians and subjugate them as inferiors under the rule of Sharia",1
6893,tu quoque arguments ,1
6894,the best possible face on the Qur’an,1
6895,His manifest unreliability on this point casts a shadow on his primary assertions about the Qur’an.,0
6896,"Wills, not surprisingly, does not offer any quotation from me to back up his false claim",1
6897,"I have never called for such a ban, and oppose in principle the banning of any book.",0
6898,"Unfortunately, he proves to be just the opposite: Wills laments “Robert Spencer of Jihad Watch calling for a ban on the Qur’an” (p. 58).",0
6899,"That would be good to know, were Wills a reliable witness.",0
6900,Not a thing (p. 7).,0
6901,Then what does it say about Shari’ah law?,0
6902,"Some people are sure it is there, though it isn’t.",0
6903,the duty to kill infidels,1
6904,"With What the Qur’an Meant: And Why It Matters, religion author Garry Wills is here to reassure us:",0
6905,the only reason why there is general interest in the Qur’an among non-Muslims is to seek an answer to the question of whether or not it justifies and encourages Islamic terrorism,1
6906,Foolish Religion Author Gary Wills,1
6907,Article posted with permission from Constitution.com,0
6908,We’ll see.,0
6909,even worse,1
6910,"Much of the information that he uses to chastise Strzok’s behavior and judgment in the Clinton email case, would have actually come from his current investigation into the Russia mess.",0
6911,"In fact, there are already signs of him doing that in this report.",0
6912,"However, I also think that the IG has purposely left room in his conclusion to amend that decision after he’s concluded his Russia investigation.",0
6913,mishandled,1
6914,I fully believe IG Horowitz’ findings,1
6915,"It really does seem that Strzok, an agent who had a personal pro-Hillary bias, was the person who pushed to let her off the hook by focusing on her intent rather than her negligence setting up the server in the first place.",0
6916,"Herridge reports that the House committee memo once again raises this same issue: “Officials from both agencies have created a perception they misinterpreted the Espionage Act by stating Secretary Clinton lacked the requisite ‘intent’ for charges to be filed,” the memo says, before pointing to statements by Comey that indicated a belief that intent was required — which the memo says ignored “meaningful aspects” of the law.",0
6917,"Of course, the statute itself didn’t make intent a prerequisite.",0
6918,"notwithstanding the server setup, we have not seen classified information shared with a member of the media, an agent of a foreign power, a lover, etc.” In other words, Hillary may have been hacked but she didn’t intentionally give anything away.",0
6919,"He writes, “We draw the distinction in noting we have no evidence classified information was ever shared with an unauthorized party, i.e.",0
6920,Strzok writes that the media has been focused on the question of why Hillary seems to be getting a pass when “Petraeus/Berger/Libby” did not.,0
6921,"In the FBI memo, you can already see the genesis of the distinction the FBI would rely on to clear Clinton.",0
6922,At HotAir.com John Sexton explains the importance of this discovery:,0
6923,grossly negligent,1
6924,grossly negligent,1
6925,Peter Strzok email about Clinton emails by Fox News on Scribd,0
6926,Here’s the email in question:,0
6927,"“Documents provided to the Committees show foreign actors obtained access to some of Mrs. Clinton’s emails — including at least one email classified ‘Secret,'” the memo says, adding that foreign actors also accessed the private accounts of some Clinton staffers.",0
6928,"The House committees, which conducted a joint probe into decisions made by the DOJ in 2016 and 2017, addressed a range of issues in their memo including Clinton’s email security.",0
6929,"The IG, separately, is expected to release his highly anticipated report on the Clinton email case later Thursday.",0
6930,"Fox News obtained the memo prepared by the House Judiciary and Oversight committees, which lays out key interim findings ahead of next week’s hearing with Justice Department Inspector General Michael Horowitz.",0
6931,"In a newly released FBI email, we learned that “foreign actors” gained at least some access to Hillary Clinton’s unsecure email system.",0
6932,"Not only was he slow-playing the Clinton investigation, he may be the only reason she was never charged with a crime.",0
6933,big bad guy,1
6934,INSANE,1
6935,"Meaning, the obviously politically biased team that had just cleared the woman that they supported, was now tapped to investigate if the man that they hated was tied to Russian corruption.",0
6936,"Not only that, the team that handled Clinton’s investigation so poorly was almost the identical team that was then assigned to handle the Russia investigation!",0
6937,"There were 7 of them on the case, and they were comfortable enough with each other to express their biases openly and none of them ever chastised the others for expressing those biases!",0
6938,"We see this kind of corruption all over the world, why should believe that these officials could be immune to acting on their personal biases?",0
6939,How in the world can we trust them,1
6940,"IG Horowitz can’t prove it, but he’s not sure that Strzok wasn’t acting in a politically biased manner when he slow-played the Clinton investigation while moving more quickly on the Russia investigation.",0
6941,Did you get that?,0
6942,we did not have confidence that Strzok’s decision to prioritize the Russia investigation over following up on the Midyear-related investigative lead discovered on the Weiner laptop was free from bias,1
6943,"The report also faulted the bureau for assigning essentially the same personnel to the Russia and Clinton teams, and singled out Strzok, suggesting his anti-Trump views might have played a role in his not acting more expeditiously on the new lead.",0
6944,"“unpersuasive,” “illogical,” and inconsistent",1
6945,"By no later than September 29, the inspector general alleged, the bureau had learned “virtually every fact” it would cite as justification late the next month to search Weiner’s laptop for messages of Clinton and top aide Huma Abedin.",0
6946,disgraced,1
6947,damned,1
6948,"“Ultimately the consequences of these actions impact not only the senders of these messages but also other who worked on these investigation and, indeed, the entire FBI.”",0
6949,"“The messages cast a cloud over the FBI investigations to which these employees were assigned,” Horowitz alleged.",0
6950,"The report identified five officials with some connection to the email probe who were expressing political views, faulting them for having brought “discredit to themselves, sowed doubt about the FBI’s handling of the midyear investigation, and impacted the reputation of the FBI.” The midyear investigation refers to the Clinton email probe.",0
6951,Page and Strzok are not the only FBI officials assigned to the Clinton email probe who were found to have exchanged personal messages indicating either an animus against Trump or frustration with the fact that the FBI was investigating Clinton.,0
6952,FIVE,1
6953,"Strzok has argued that he was just trying to reassure Page that Trump couldn’t win, and that he wasn’t implying that they would take action to stop his election.",0
6954,"The messages “potentially indicated or created the appearance that investigative decisions were impacted by bias or improper considerations,” the inspector general wrote…",0
6955,disparaging,1
6956,"We’ll stop it,” Strzok responded…",0
6957,No he won’t.,0
6958,“No.,0
6959,"!” the lawyer, Lisa Page, wrote to Strzok.",0
6960,Right?,0
6961,"“[Trump’s] not ever going to become president, right?",0
6962,damaging,1
6963,disturbing,1
6964,The Washington Post explains:,0
6965,"While the report refuses to say conclusively that political bias was the animus behind the FBI’s handling of the Clinton probe, it also indicates that IG Horowitz may have more to say about the FBI’s political leanings in his Russia report.",0
6966,damn,1
6967,"At the end of the day, Horowitz was unable to find solid proof that the agency acted in a politically partisan and biased manner in the Clinton email case.",0
6968,You also agree to this site's Privacy Policy and Terms of Use.,0
6969,You may opt out at anytime.,0
6970,Completing this poll grants you access to Freedom Outpost updates free of charge.,0
6971,Name This field is for validation purposes and should be left unchanged.,0
6972,Email *,0
6973,* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker,0
6974,Whom do you consider to be the most corrupt Democrat Politician?,0
6975,Whom do you consider to be the most corrupt Democrat Politician?,0
6976,Whom do you consider to be the most corrupt Democrat Politician?,0
6977,take our poll - story continues below,0
6978,the American people,1
6979,immoral,1
6980,terrible,1
6981,"Clinton Email IG Report Rips FBI, Comey, & Lynch… Plus A Whole Lot More!",0
6982,as disappointing as the rigged outcome of the e-mail investigation,1
6983,"Instead, Strzok's punishment will most likely be limited to disciplinary action and possibly dismissal.",0
6984,"The punishment for violation is a fine, imprisonment for not more than one year or both.",0
6985,"§ 595, enacted as part of the original 1939 Hatch Act, prohibiting any public officer or employee, in connection with an activity financed wholly or in part by the United States, from using his or her official authority to interfere with or affect the nomination or election of a candidate for federal office including the president of the United States.",0
6986,Strzok should have been subject to a criminal referral for arguably violating 18 U.S.C.,0
6987,inexplicably concluded,1
6988,"Mr. Horowitz wrote that this exchange was “not only indicative of a biased state of mind but, even more seriously, implies a willingness to take official action to impact the presidential candidate’s electoral prospects.” The inspector general questioned whether Strzok’s decision to prioritize the Russia collusion investigation over following up on the Clinton e-mail-related investigative lead discovered on the Weiner laptop was free from bias.",0
6989,"We’ll stop it,” Strzok responded.",0
6990,No he’s not.,0
6991,“No.,0
6992,!” Page texted Strzok.,0
6993,Right?,0
6994,"Trump is “not ever going to become president, right?",0
6995,sharply critical of Mr. Trump,1
6996,"As to the substance of Ms. Lynch’s decision to meet with Bill Clinton at all before his wife’s FBI interview, all Mr. Horowitz’s report had to say was that it was “an error in judgment.”",0
6997,infamous,1
6998,"Inspector General Horowitz again emphasized form and process over substance in finding a “troubling lack of any direct, substantive communication” between Comey and Attorney General Lynch ahead of Comey’s July 5 press conference on Clinton and his October 28 letter to Congress.",0
6999,Mr. Horowitz simply took Comey’s word for what he had meant.,0
7000,"Comey testified that his decision to exonerate Hillary was not made before her interview took place, when for all intents and purposes it was.",0
7001,Mr. Horowitz also did not deem Comey’s possible perjury in his testimony before Congress to be an appropriate subject for criminal referral.,0
7002,"Incredibly, however, Mr. Horowitz’s report “found no persuasive evidence… that the outcome of the investigation would have been different had Clinton been subpoenaed before the grand jury.”",0
7003,treat Hillary Clinton with kid gloves,1
7004,Yet Mr. Horowitz saw no reason to doubt the sincerity of Comey's explanations for giving Hillary a free pass.,0
7005,criminally reckless,1
7006,"As Comey has admitted, several e-mail chains concerned matters that were classified at the Top Secret/Special Access Program level when they were sent and received by Clinton.",0
7007,Hillary lied repeatedly when she first denied there were any classified e-mails on her system and then described some of the e-mails involved in the investigation as having been classified after the fact.,0
7008,It turns out that some of the e-mails were accessed by foreign parties.,0
7009,"Clinton was fully aware of what she was doing when she set up the private server arrangement in the first place and knowingly used it to send and receive e-mails involving official government business, which by their very nature would be expected to include classified information.",0
7010,Gross negligence,1
7011,"Mr. Horowitz’s report thus concluded, “We did not identify evidence of bias or improper considerations.” This conclusion defies common sense.",0
7012,gross negligence,1
7013,gross negligence,1
7014,"Andrew McCabe, Peter Strzok and Lisa Page were involved in the edits.",0
7015,extremely careless,1
7016,grossly negligent,1
7017,"Indeed, Comey admitted in his book that “we started the Clinton investigation aware that it was unlikely to be a case that career prosecutors at the Department of Justice would prosecute.”",0
7018,grossly negligent,1
7019,"The fix was in as early as May 2016, well before the FBI interviews of Hillary Clinton and of as many as 17 other key witnesses, when Comey began the process of drafting an exoneration memo.",0
7020,"However, what Comey really did was to give Hillary Clinton a Get Out of Jail Free card.",0
7021,"Hillary Clinton’s supporters will no doubt jump on the inspector general’s criticisms of Comey’s handling of the July 5th announcement and subsequent letters as proof that he improperly influenced the outcome of the election in President Trump’s favor, even if he did not do so deliberately for political reasons.",0
7022,"The criticisms of Comey's undisciplined behavior was all well and good, but it was reasonable to expect something more than the equivalent of a departmental employee review after nearly a year and a half of investigation.",0
7023,"The OIG report was highly critical of the FBI’s failure to take immediate action on the Weiner laptop when they first learned about it in late September 2016, rather than waiting another month so close to the election.",0
7024,Comey acted against the advice of senior Justice Department officials in making these disclosures the way he did.,0
7025,"This letter was followed on November 6, 2016 by Comey’s statement that the review of the additional information had been completed and that the FBI remained convinced that charges were not appropriate.",0
7026,"The first letter informed Congress that agents were reopening their probe into Clinton’s handling of classified material after discovering her e-mails on the laptop of Andrew Weiner, the husband of Clinton’s top aide Huma Abedin.",0
7027,"Comey’s follow-up letters to Congress on October 28 and November 6, 2016 were similarly criticized.",0
7028,"He “upset the well-established separation between investigative and prosecutorial functions,” the report said.",0
