,0,1,2,sequence_size,qm_size,em_size,ner_person,ner_organization,ner_country,sentiment,keywords
2989,766632016,564,591,27.0,0,0,,,,2.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
2990,766632016,1679,1711,32.0,0,0,,,,2.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
2991,766632016,2584,2602,18.0,0,0,,,,2.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
2992,766632016,3535,3554,19.0,0,0,,,,2.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
2993,766632016,5425,5456,31.0,0,0,,,,2.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
2994,766632016,2060,2180,120.0,0,0,"Muhammad, Al-`Ayesh",ISIS,,1.5,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
2995,766632016,249,366,117.0,0,0,Muhammad,ISIS,,1.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
2996,766632016,1294,1402,108.0,0,0,Ibn Baydhaq,,,1.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
2997,766632016,4091,4184,93.0,0,0,Hitler,,,1.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
2998,766632016,5602,5736,134.0,0,0,,,,1.5,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
2999,766632016,5743,5861,118.0,0,0,,,Germany,1.0,"['trump', 'fbi', 'assang', 'guardian', 'jewish']"
3000,766942310,1410,1426,16.0,0,0,,,America,2.0,"['feder', 'trump', 'u', 's', 'north']"
3001,766942310,3845,3862,17.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3002,766942310,545,564,19.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3003,766942310,569,577,8.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3004,766942310,1823,1829,6.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3005,766942310,2081,2125,44.0,0,0,,,North Korea,2.0,"['feder', 'trump', 'u', 's', 'north']"
3006,766942310,4373,4388,15.0,0,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
3007,766942310,1797,1806,9.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3008,766942310,85,94,9.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3009,766942310,345,363,18.0,0,0,,,,3.0,"['feder', 'trump', 'u', 's', 'north']"
3010,766942310,374,384,10.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3011,766942310,621,635,14.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3012,766942310,1234,1242,8.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3013,766942310,1385,1393,8.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3014,766942310,1581,1611,30.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3015,766942310,1439,1453,14.0,0,0,,,,3.0,"['feder', 'trump', 'u', 's', 'north']"
3016,766942310,1724,1739,15.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3017,766942310,1776,1785,9.0,0,0,,,,3.0,"['feder', 'trump', 'u', 's', 'north']"
3018,766942310,1838,1849,11.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3019,766942310,1932,1939,7.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3020,766942310,2061,2068,7.0,0,0,,,,3.0,"['feder', 'trump', 'u', 's', 'north']"
3021,766942310,2161,2165,4.0,1,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
3022,766942310,2130,2159,29.0,0,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
3023,766942310,2881,2899,18.0,0,0,,,,3.0,"['feder', 'trump', 'u', 's', 'north']"
3024,766942310,3330,3348,18.0,0,0,,,,3.0,"['feder', 'trump', 'u', 's', 'north']"
3025,766942310,3864,3874,10.0,0,0,,,,3.0,"['feder', 'trump', 'u', 's', 'north']"
3026,766942310,3888,3892,4.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3027,766942310,3960,3976,16.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3028,766942310,4188,4205,17.0,0,0,,,America,2.0,"['feder', 'trump', 'u', 's', 'north']"
3029,766942310,757,775,18.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3030,766942310,1712,1720,8.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3031,767129999,1943,1951,8.0,0,0,,,,0.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3032,767129999,1738,1806,68.0,0,0,,,,1.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3033,767129999,1498,1513,15.0,0,0,,,,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3034,767129999,2058,2094,36.0,0,0,,,,1.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3035,767129999,59,79,20.0,0,1,,,,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3036,767129999,2478,2499,21.0,0,0,,,America,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3037,767129999,2522,2531,9.0,0,0,,,,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3038,769427494,8476,8488,12.0,0,0,,,,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3039,769427494,5083,5103,20.0,0,0,,House,,3.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3040,769427494,50,59,9.0,0,0,,,,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3041,769427494,62,91,29.0,0,0,,,,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3042,769427494,93,281,188.0,2,0,,,America,1.67,"['said', 'democrat', 'islam', 'muslim', 'school']"
3043,769427494,242,281,39.0,0,0,,,America,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3044,769427494,1260,1269,9.0,0,0,,,,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3045,769427494,5221,5426,205.0,0,0,Becerra,"Democratic, House",,1.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3046,769427494,6542,6576,34.0,0,0,,,,3.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3047,769427494,7254,7366,112.0,0,0,"He, Irving, his, Kiko",Congress,,1.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3048,769427494,9281,9298,17.0,0,0,,,,1.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3049,769427494,5704,5794,90.0,0,0,,,,1.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3050,769682854,253,279,26.0,0,0,,,America,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3051,769682854,224,235,11.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3052,769682854,1004,1026,22.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3053,769682854,1579,1586,7.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3054,769682854,1996,2016,20.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3055,769752554,45,49,4.0,0,0,MAGA,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3056,769752554,153,157,4.0,0,0,MAGA,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3057,769752554,159,183,24.0,0,0,,,America,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3058,769752554,304,313,9.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3059,769752554,392,417,25.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3060,769752554,626,637,11.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3061,769752554,797,817,20.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3062,769752554,906,915,9.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3063,769752554,1047,1061,14.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3064,769752554,1347,1357,10.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3065,769752554,1373,1388,15.0,0,0,Trump Supporter,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3066,769752554,1400,1404,4.0,0,0,MAGA,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3067,769752554,1448,1488,40.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3068,769752554,1656,1666,10.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3069,769752554,1734,1738,4.0,0,0,MAGA,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3070,769752554,1779,1801,22.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3071,769752554,1919,1941,22.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3072,769752554,2311,2327,16.0,0,0,Trump,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3073,769962236,0,9,9.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3074,769962236,32,47,15.0,0,0,Trump Supporter,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3075,769962236,80,89,9.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3076,769962236,94,101,7.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3077,769962236,139,143,4.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3078,769962236,163,168,5.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3079,769962236,169,177,8.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3080,769962236,206,212,6.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3081,769962236,222,239,17.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3082,769962236,241,244,3.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3083,769962236,1033,1074,41.0,1,0,,America Maxine Waters,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3084,769962236,1760,1771,11.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3085,769962236,1857,1864,7.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3086,769962236,2200,2223,23.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3087,769962236,2634,2637,3.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3088,769962236,2921,2934,13.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3089,769962236,2964,2977,13.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3090,769962236,3260,3278,18.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3091,769962236,3903,3912,9.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3092,769962236,3917,3921,4.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3093,769962328,2213,2316,103.0,0,0,,,"US, America",1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3094,769962328,3274,3311,37.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3095,769962328,3323,3431,108.0,0,0,,,,3.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3096,769962328,4074,4086,12.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3097,769962328,1756,1826,70.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3098,769962328,3749,3790,41.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3099,769962328,4088,4269,181.0,0,0,,,,1.5,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3100,769962328,334,599,265.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3101,769962328,1336,1358,22.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3102,769962328,1978,2013,35.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3103,769962328,2086,2196,110.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3104,769962328,2338,2369,31.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3105,769962328,2666,2696,30.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3106,769962328,3160,3223,63.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3107,769962328,3110,3157,47.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3108,769962328,3566,3594,28.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3109,769962328,3663,3706,43.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3110,769962328,3877,3902,25.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3111,769962328,3985,4063,78.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3112,769962328,4290,4333,43.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3113,769962328,4559,4594,35.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3114,769962328,4650,4768,118.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3115,769962328,4805,4933,128.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3116,769962328,5059,5103,44.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3117,769962328,5150,5260,110.0,0,0,Christ,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3118,769962328,5348,5371,23.0,0,0,,,,3.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3119,769962328,5401,5427,26.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3120,769962328,5463,5493,30.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3121,769962328,6050,6081,31.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3122,769962328,6086,6119,33.0,0,0,,,,3.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3123,769962328,5946,5976,30.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3124,769962328,6310,6391,81.0,0,0,,,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3125,769962328,6411,6429,18.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3126,769962328,3596,3661,65.0,0,0,,,,2.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3127,769962328,5608,5821,213.0,0,0,,Corinthians,,1.0,"['pope', 'church', 'franci', 'bishop', 'cardin']"
3128,770156173,4682,4692,10.0,0,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
3129,770156173,4814,4832,18.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3130,770156173,6056,6072,16.0,0,0,,,,3.0,"['feder', 'trump', 'u', 's', 'north']"
3131,770156173,2469,2498,29.0,0,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
3132,770156173,5920,5936,16.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3133,770156173,34,47,13.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3134,770156173,1021,1029,8.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3135,770156173,2158,2164,6.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3136,770156173,4758,4781,23.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3137,770156173,5254,5261,7.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3138,770156173,5645,5652,7.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3139,770156173,1556,1738,182.0,0,0,,,"South Korea, Japan",1.0,"['feder', 'trump', 'u', 's', 'north']"
3140,770156173,1616,1623,7.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3141,770156173,1919,1938,19.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3142,770156173,2094,2117,23.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3143,770156173,2330,2348,18.0,0,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
3144,770156173,2819,2827,8.0,0,0,,,US,3.0,"['feder', 'trump', 'u', 's', 'north']"
3145,770156173,3012,3018,6.0,0,0,,,,1.0,"['feder', 'trump', 'u', 's', 'north']"
3146,770156173,3266,3280,14.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3147,770156173,3692,3737,45.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3148,770156173,4523,4531,8.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3149,770156173,4835,4929,94.0,0,0,,International House of Pancakes,,1.0,"['feder', 'trump', 'u', 's', 'north']"
3150,770156173,5330,5340,10.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3151,770156173,0,18,18.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3152,770156173,1106,1184,78.0,0,0,,,"US, South Korea",2.0,"['feder', 'trump', 'u', 's', 'north']"
3153,770156173,1740,1836,96.0,0,0,,,"Russia, China",1.0,"['feder', 'trump', 'u', 's', 'north']"
3154,770156173,2934,2989,55.0,0,0,,,North Korea,1.0,"['feder', 'trump', 'u', 's', 'north']"
3155,770156173,3970,3985,15.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3156,770156173,3991,4004,13.0,0,0,,,,2.0,"['feder', 'trump', 'u', 's', 'north']"
3157,770156851,4,18,14.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3158,770156851,78,89,11.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3159,770156851,179,186,7.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
3160,770156851,2561,2583,22.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3161,770156851,362,372,10.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3162,770156851,283,293,10.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3163,770156851,295,315,20.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
3164,770156851,569,575,6.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
3165,770156851,600,606,6.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
3166,770156851,664,693,29.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
3167,770156851,718,726,8.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3168,770156851,1045,1051,6.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3169,770156851,1031,1039,8.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3170,770156851,1918,1931,13.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3171,770156851,2194,2213,19.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3172,770156851,2268,2275,7.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
3173,770156851,2696,2765,69.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
3174,770156851,2861,2868,7.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3175,770156851,3672,3679,7.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3176,770156851,3650,3660,10.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3177,770156851,437,447,10.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3178,770156851,3849,3869,20.0,0,0,,,,3.0,"['gun', 'immigr', 'year', 'state', 'report']"
3179,770156851,4851,4872,21.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3180,770221823,61,83,22.0,0,0,,,,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3181,770221823,1053,1367,314.0,0,0,,,,2.5,"['said', 'democrat', 'islam', 'muslim', 'school']"
3182,770221823,1604,1725,121.0,0,0,Muhammad,ISIS,,1.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3183,770221823,411,418,7.0,0,0,,,,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3184,770221823,1493,1513,20.0,0,0,,,,2.0,"['said', 'democrat', 'islam', 'muslim', 'school']"
3185,770376380,1532,1747,215.0,0,0,"Pope Francis, he",,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3186,770376380,24,47,23.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3187,770376380,1383,1405,22.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3188,770376380,357,416,59.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3189,770376380,599,624,25.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3190,770376380,678,689,11.0,0,0,He,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3191,770376380,1127,1153,26.0,0,0,he,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3192,770376380,1305,1323,18.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3193,770376380,1411,1501,90.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3194,770376380,3864,3956,92.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3195,770376380,4340,4357,17.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3196,770376380,4460,4501,41.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3197,770376380,4504,4782,278.0,0,0,,,U.S.,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3198,770376380,4963,5181,218.0,0,0,Muslims,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3199,770376380,5167,5181,14.0,0,0,Muslims,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3200,770376380,5472,5484,12.0,0,0,,,,2.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3201,770376380,1937,2253,316.0,1,0,"Francis, he",,,1.25,"['church', 'bishop', 'say', 'cathol', 'priest']"
3202,770376380,3609,3676,67.0,0,0,,,,1.0,"['church', 'bishop', 'say', 'cathol', 'priest']"
3203,770581969,78,93,15.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3204,770581969,1041,1054,13.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3205,770581969,1290,1305,15.0,0,0,,,,2.0,"['gun', 'immigr', 'year', 'state', 'report']"
3206,770581969,70,77,7.0,0,0,,,,1.0,"['gun', 'immigr', 'year', 'state', 'report']"
3207,770877978,1000,1018,18.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3208,770877978,1020,1067,47.0,0,0,,,,3.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3209,770877978,3117,3146,29.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3210,770877978,3244,3293,49.0,0,0,he,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3211,770938827,1129,1149,20.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3212,770938827,1159,1199,40.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3213,770938827,1329,1340,11.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3214,770938827,2670,2680,10.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3215,770938827,114,124,10.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3216,770938827,146,169,23.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3217,770938827,208,228,20.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3218,770938827,2048,2062,14.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3219,770938827,64,81,17.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3220,770938827,2642,2662,20.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3221,770938827,37,52,15.0,0,0,Obama,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3222,770938827,1428,1434,6.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3223,770938827,2400,2414,14.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3224,770938827,2504,2515,11.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3225,770938827,770,775,5.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3226,770938827,2217,2223,6.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3227,770938827,365,409,44.0,0,0,Obama,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3228,770938827,1720,1826,106.0,0,0,"Obama, Trump",,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3229,770945799,815,827,12.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3230,770945799,1994,2001,7.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3231,770945799,1017,1030,13.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3232,770945799,2046,2055,9.0,0,0,,,,3.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3233,770956434,1360,1380,20.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3234,770956434,1390,1430,40.0,0,0,,,,1.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3235,770956434,1560,1571,11.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3236,770956434,2583,2592,9.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3237,770956434,482,487,5.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3238,770956434,1659,1665,6.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3239,770956434,1925,1943,18.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3240,770956434,1945,1992,47.0,0,0,,,,3.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
3241,770956434,2176,2194,18.0,0,0,,,,2.0,"['trump', 'said', 'presid', 'cia', 'farrakhan']"
